dron	rxcui	omop
DRON_00021832	372091	40039047
DRON_00021833	372092	40039064
DRON_00021834	372093	40039066
DRON_00021835	372094	40059588
DRON_00021836	372095	40059906
DRON_00021837	372096	40059904
DRON_00021838	372097	40059907
DRON_00021839	372098	40059905
DRON_00021840	372099	40039460
DRON_00021841	372100	40059920
DRON_00021842	372101	40040565
DRON_00021843	372102	40039758
DRON_00021844	372103	40039775
DRON_00021845	372104	40039776
DRON_00021846	372105	40039778
DRON_00021847	372106	40040589
DRON_00021848	372107	40059930
DRON_00021849	372108	40040915
DRON_00021850	372109	40040917
DRON_00021851	372111	40040928
DRON_00021852	372112	40059957
DRON_00021853	372113	40040948
DRON_00021854	372114	40040961
DRON_00021855	372115	40039800
DRON_00021856	372116	40059963
DRON_00021857	372117	40059964
DRON_00021858	372118	40059979
DRON_00021859	372119	40040973
DRON_00021860	372120	40040991
DRON_00021861	372121	40041016
DRON_00021862	372122	40041311
DRON_00021863	372123	40041313
DRON_00021864	372124	40041314
DRON_00021865	372125	40041348
DRON_00021866	372126	40041350
DRON_00021867	372127	40059985
DRON_00021868	372128	40059986
DRON_00021869	372129	40094004
DRON_00021870	372130	40094005
DRON_00021871	372131	40094006
DRON_00021872	372132	40041392
DRON_00021873	372133	40041405
DRON_00021874	372134	40042148
DRON_00021875	372135	40034730
DRON_00021876	372136	40042951
DRON_00021877	372137	40054643
DRON_00021878	372138	40036954
DRON_00021879	372139	40036964
DRON_00021880	372140	40036966
DRON_00021881	372142	40054651
DRON_00021882	372144	40054662
DRON_00021883	372145	40054664
DRON_00021884	372146	40054686
DRON_00021885	372147	40054692
DRON_00021886	372148	40037603
DRON_00021887	372149	40037624
DRON_00021888	372150	40037620
DRON_00021889	372151	40037625
DRON_00021890	372152	40037622
DRON_00021891	372153	40038012
DRON_00021892	372154	40038014
DRON_00021893	372156	40038056
DRON_00021894	372157	40016511
DRON_00021895	372158	40055019
DRON_00021896	372159	40033032
DRON_00021897	372160	40038376
DRON_00021898	372161	40038378
DRON_00021899	372162	40055045
DRON_00021900	372164	40055067
DRON_00021901	372165	40038425
DRON_00021902	372166	40042550
DRON_00021903	372167	40039146
DRON_00021904	372168	40039144
DRON_00021905	372169	40039142
DRON_00021906	372170	40039149
DRON_00021907	372172	40039151
DRON_00021908	372173	40038699
DRON_00021909	372175	40055442
DRON_00021910	372177	40055446
DRON_00021911	372178	40055439
DRON_00021912	372180	40055735
DRON_00021913	372181	40055736
DRON_00021914	372182	40056527
DRON_00021915	372183	40056515
DRON_00021916	372184	40056535
DRON_00021917	372185	40056523
DRON_00021918	372187	40056528
DRON_00021919	372189	40056514
DRON_00021920	372193	40056866
DRON_00021921	372194	40056867
DRON_00021922	372195	40056892
DRON_00021923	372196	40056894
DRON_00021924	372198	40039563
DRON_00021925	372199	40039832
DRON_00021926	372200	40039909
DRON_00021927	372201	40039900
DRON_00021928	372202	40040242
DRON_00021929	372203	40056910
DRON_00021930	372204	40057200
DRON_00021931	372205	40040325
DRON_00021932	372206	40040319
DRON_00021933	372207	40057207
DRON_00021934	372208	40040685
DRON_00021935	372209	40040688
DRON_00021936	372210	40040690
DRON_00021937	372211	40040706
DRON_00021938	372212	40040708
DRON_00021939	372213	40041020
DRON_00021940	372214	40041073
DRON_00021941	372215	40041053
DRON_00021942	372216	40041099
DRON_00021943	372217	40041098
DRON_00021944	372218	40041101
DRON_00021945	372219	40041414
DRON_00021946	372220	40041415
DRON_00021947	372221	40057655
DRON_00021948	372222	40041455
DRON_00021949	372225	40042239
DRON_00021950	372226	40042215
DRON_00021951	372227	40042276
DRON_00021952	372228	40042274
DRON_00021953	372229	40042281
DRON_00021954	372230	40042282
DRON_00021955	372231	40042619
DRON_00021956	372232	40042622
DRON_00021957	372233	40042624
DRON_00021958	372234	40042643
DRON_00021959	372235	40042669
DRON_00021960	372236	40042670
DRON_00021961	372237	40037334
DRON_00021962	372239	40037340
DRON_00021963	372240	40037343
DRON_00021964	372241	40042674
DRON_00021965	372242	40037391
DRON_00021966	372243	40037409
DRON_00021967	372244	40037411
DRON_00021968	372245	40037716
DRON_00021969	372246	40037719
DRON_00021970	372247	40037724
DRON_00021971	372249	40037721
DRON_00021972	372250	40037740
DRON_00021973	372251	40037754
DRON_00021974	372252	40037756
DRON_00021975	372254	40058410
DRON_00021976	372255	40058433
DRON_00021977	372256	40037775
DRON_00021978	372263	40058449
DRON_00021979	372264	40058450
DRON_00021980	372265	40058455
DRON_00021981	372266	40038868
DRON_00021982	372267	40038869
DRON_00021983	372268	40058487
DRON_00021984	372269	40058493
DRON_00021985	372270	40039205
DRON_00021986	372271	40039206
DRON_00021987	372272	40039204
DRON_00021988	372273	40039209
DRON_00021989	372274	40039228
DRON_00021990	372275	40039268
DRON_00021991	372276	40039670
DRON_00021992	372277	40039672
DRON_00021993	372278	40040333
DRON_00021994	372279	40040327
DRON_00021995	372280	40040334
DRON_00021996	372281	40040337
DRON_00021997	372282	40039678
DRON_00021998	372289	40047129
DRON_00021999	372292	40047167
DRON_00022000	372293	40092744
DRON_00022001	372294	40092745
DRON_00022002	372295	40040747
DRON_00022003	372296	40040746
DRON_00022004	372297	40040748
DRON_00022005	372298	40047848
DRON_00022006	372299	40047881
DRON_00022007	372300	40047884
DRON_00022008	372301	40047880
DRON_00022009	372302	40043240
DRON_00022010	372303	40043523
DRON_00022011	372304	40043249
DRON_00022012	372305	40043265
DRON_00022013	372306	40018146
DRON_00022014	372307	40018141
DRON_00022015	372308	40048205
DRON_00022016	372309	40048209
DRON_00022017	372310	40043539
DRON_00022018	372311	40043569
DRON_00022019	372312	40039760
DRON_00022020	372313	40043577
DRON_00022021	372314	40043581
DRON_00022022	372315	40043877
DRON_00022023	372316	40043879
DRON_00022024	372317	40043876
DRON_00022025	372318	40044222
DRON_00022026	372319	40059665
DRON_00022027	372320	40044251
DRON_00022028	372321	40059696
DRON_00022029	372322	40044538
DRON_00022030	372323	40044537
DRON_00022031	372326	40045798
DRON_00022032	372329	40045867
DRON_00022033	372330	40046118
DRON_00022034	372331	40046137
DRON_00022035	372332	40046138
DRON_00022036	372333	40046201
DRON_00022037	372334	40046145
DRON_00022038	372335	40046823
DRON_00022039	372336	40046828
DRON_00022040	372337	40046830
DRON_00022041	372338	40060092
DRON_00022042	372339	40047197
DRON_00022043	372340	40047199
DRON_00022044	372344	40047558
DRON_00022045	372345	40047934
DRON_00022046	372346	40047935
DRON_00022047	372348	40039245
DRON_00022048	372349	40047977
DRON_00022049	372350	40047979
DRON_00022050	372352	40054330
DRON_00022051	372353	40043310
DRON_00022052	372354	40043312
DRON_00022053	372355	40043314
DRON_00022054	372356	40008997
DRON_00022055	372357	40044404
DRON_00022056	372358	40044407
DRON_00022057	372360	40044685
DRON_00022058	372361	40044376
DRON_00022059	372362	40013683
DRON_00022060	372363	40043945
DRON_00022061	372364	40044725
DRON_00022062	372365	40054385
DRON_00022063	372366	40044729
DRON_00022064	372367	40044759
DRON_00022065	372368	40045008
DRON_00022066	372369	40054727
DRON_00022067	372370	40046281
DRON_00022068	372371	40046283
DRON_00022069	372372	40045099
DRON_00022070	372373	40054739
DRON_00022071	372374	40054740
DRON_00022072	372375	40046606
DRON_00022073	372376	40046614
DRON_00022074	372377	40046616
DRON_00022075	372378	40054749
DRON_00022076	372380	40046663
DRON_00022077	372385	40047709
DRON_00022078	372387	40048088
DRON_00022079	372388	40048119
DRON_00022080	372389	40048126
DRON_00022081	372390	40055099
DRON_00022082	372391	40048147
DRON_00022083	372392	40055109
DRON_00022084	372394	40048180
DRON_00022085	372395	40048181
DRON_00022086	372396	40043079
DRON_00022087	372397	40043149
DRON_00022088	372398	40055461
DRON_00022089	372399	40055464
DRON_00022090	372400	40055465
DRON_00022091	372401	40055145
DRON_00022092	372403	40043752
DRON_00022093	372404	40043769
DRON_00022094	372405	40043768
DRON_00022095	372406	40044466
DRON_00022096	372407	40044467
DRON_00022097	372410	40046759
DRON_00022098	372412	40043672
DRON_00022099	372414	40043939
DRON_00022100	372416	40050122
DRON_00022101	372417	40049696
DRON_00022102	372418	40049723
DRON_00022103	372419	40052987
DRON_00022104	372420	40052988
DRON_00022105	372421	40049684
DRON_00022106	372422	40049693
DRON_00022107	372423	40049703
DRON_00022108	372424	40036255
DRON_00022109	372425	40052999
DRON_00022110	372426	40050838
DRON_00022111	372427	40051239
DRON_00022112	372429	40055843
DRON_00022113	372430	40055862
DRON_00022114	372431	40055863
DRON_00022115	372432	40055847
DRON_00022116	372433	40055848
DRON_00022117	372434	40051308
DRON_00022118	372435	40051312
DRON_00022119	372436	40097979
DRON_00022120	372437	40097973
DRON_00022121	372438	40051607
DRON_00022122	372439	40051609
DRON_00022123	372440	40051627
DRON_00022124	372441	40051979
DRON_00022125	372443	40051998
DRON_00022126	372444	40052644
DRON_00022127	372445	40052648
DRON_00022128	372446	40035560
DRON_00022129	372447	40052008
DRON_00022130	372448	40054143
DRON_00022131	372449	40054141
DRON_00022132	372450	40002727
DRON_00022133	372451	40002728
DRON_00022134	372452	40002729
DRON_00022135	372453	40053400
DRON_00022136	372454	40053401
DRON_00022137	372455	40029837
DRON_00022138	372456	40029836
DRON_00022139	372457	40056236
DRON_00022140	372458	40048613
DRON_00022141	372459	40056549
DRON_00022142	372460	40056271
DRON_00022143	372461	40048646
DRON_00022144	372462	40048641
DRON_00022145	372463	40048643
DRON_00022146	372464	40048647
DRON_00022147	372465	40049034
DRON_00022148	372466	40049035
DRON_00022149	372468	40049779
DRON_00022150	372469	40050248
DRON_00022151	372470	40050523
DRON_00022152	372471	40050524
DRON_00022153	372472	40050546
DRON_00022154	372473	40050538
DRON_00022155	372474	40050244
DRON_00022156	372476	40027149
DRON_00022157	372477	40049850
DRON_00022158	372478	40050560
DRON_00022159	372479	40050622
DRON_00022160	372480	40050995
DRON_00022161	372481	40050967
DRON_00022162	372483	40053932
DRON_00022163	372484	40054201
DRON_00022164	372485	40077729
DRON_00022165	372487	40057013
DRON_00022166	372488	40057014
DRON_00022167	372489	40054304
DRON_00022168	372490	40054301
DRON_00022169	372491	40054223
DRON_00022170	372492	40054300
DRON_00022171	372493	40048342
DRON_00022172	372494	40048346
DRON_00022173	372496	40057356
DRON_00022174	372497	40102208
DRON_00022175	372498	40102209
DRON_00022176	372500	40057381
DRON_00022177	372502	40057685
DRON_00022178	372504	40057711
DRON_00022179	372505	40057707
DRON_00022180	372506	40050261
DRON_00022181	372507	40039016
DRON_00022182	372508	40050299
DRON_00022183	372509	40050301
DRON_00022184	372511	40050302
DRON_00022185	372512	40050643
DRON_00022186	372514	40050648
DRON_00022187	372517	40051094
DRON_00022188	372518	40051091
DRON_00022189	372519	40053065
DRON_00022190	372520	40057756
DRON_00022191	372522	40057757
DRON_00022192	372523	40052842
DRON_00022193	372524	40052887
DRON_00022194	372525	40053581
DRON_00022195	372526	40053599
DRON_00022196	372527	40053598
DRON_00022197	372528	40054021
DRON_00022198	372529	40054031
DRON_00022199	372530	40057781
DRON_00022200	372531	40057783
DRON_00022201	372532	40048394
DRON_00022202	372533	40048396
DRON_00022203	372534	40048403
DRON_00022204	372535	40048783
DRON_00022205	372536	40048771
DRON_00022206	372537	40048781
DRON_00022207	372538	40048787
DRON_00022208	372539	40048791
DRON_00022209	372540	40048788
DRON_00022210	372541	40002730
DRON_00022211	372542	40002731
DRON_00022212	372543	40048780
DRON_00022213	372544	40048770
DRON_00022214	372545	40048828
DRON_00022215	372546	40048838
DRON_00022216	372547	40048836
DRON_00022217	372548	40049173
DRON_00022218	372549	40049175
DRON_00022219	372550	40049171
DRON_00022220	372552	40049176
DRON_00022221	372553	40044816
DRON_00022222	372554	40049967
DRON_00022223	372555	40058099
DRON_00022224	372556	40050049
DRON_00022225	372557	40050043
DRON_00022226	372558	40050051
DRON_00022227	372559	40050053
DRON_00022228	372560	40050758
DRON_00022229	372561	40050757
DRON_00022230	372562	40051183
DRON_00022231	372563	40051187
DRON_00022232	372564	40051161
DRON_00022233	372565	40058135
DRON_00022234	372566	40058137
DRON_00022235	372567	40058138
DRON_00022236	372568	40057719
DRON_00022237	372569	40058180
DRON_00022238	372570	40058561
DRON_00022239	372571	40058597
DRON_00022240	372572	40051886
DRON_00022241	372573	40052178
DRON_00022242	372574	40052184
DRON_00022243	372575	40052185
DRON_00022244	372576	40052224
DRON_00022245	372578	40052273
DRON_00022246	372579	40058921
DRON_00022247	372580	40058924
DRON_00022248	372581	40001096
DRON_00022249	372582	40052632
DRON_00022250	372583	40001097
DRON_00022251	372584	40001099
DRON_00022252	372585	40001129
DRON_00022253	372586	40001132
DRON_00022254	372588	40001160
DRON_00022255	372589	40064081
DRON_00022256	372590	40039762
DRON_00022257	372591	40001200
DRON_00022258	372592	40001230
DRON_00022259	372593	40001233
DRON_00022260	372594	40087468
DRON_00022261	372595	40087471
DRON_00022262	372596	40086668
DRON_00022263	372597	40001272
DRON_00022264	372598	40000239
DRON_00022265	372599	40000191
DRON_00022266	372600	40000241
DRON_00022267	372601	40013961
DRON_00022268	372603	40001295
DRON_00022269	372604	40001314
DRON_00022270	372605	40000290
DRON_00022271	372606	40000285
DRON_00022272	372608	40000267
DRON_00022273	372611	40087180
DRON_00022274	372613	40044817
DRON_00022275	372614	40000499
DRON_00022276	372615	40000511
DRON_00022277	372616	40000560
DRON_00022278	372617	40000564
DRON_00022279	372618	40000556
DRON_00022280	372619	40058989
DRON_00022281	372620	40058988
DRON_00022282	372621	40000598
DRON_00022283	372622	40000616
DRON_00022284	372623	40000617
DRON_00022285	372624	40000618
DRON_00022286	372625	40000657
DRON_00022287	372626	40000659
DRON_00022288	372627	40059309
DRON_00022289	372628	40059319
DRON_00022290	372629	40059318
DRON_00022291	372630	40059320
DRON_00022292	372631	40000680
DRON_00022293	372632	40000742
DRON_00022294	372633	40000751
DRON_00022295	372634	40000758
DRON_00022296	372635	40000690
DRON_00022297	372636	40000692
DRON_00022298	372637	40099479
DRON_00022299	372638	40059360
DRON_00022300	372639	40059363
DRON_00022301	372643	40000823
DRON_00022302	372644	40000861
DRON_00022303	372645	40000858
DRON_00022304	372646	40000865
DRON_00022305	372647	40000862
DRON_00022306	372648	40059378
DRON_00022307	372649	40059379
DRON_00022308	372650	40044821
DRON_00022309	372651	40000895
DRON_00022310	372652	40000953
DRON_00022311	372653	40000997
DRON_00022312	372654	40000992
DRON_00022313	372655	40000994
DRON_00022314	372656	40000999
DRON_00022315	372657	40001081
DRON_00022316	372658	40065112
DRON_00022317	372659	40065125
DRON_00022318	372660	40065172
DRON_00022319	372661	40065171
DRON_00022320	372662	40065168
DRON_00022321	372663	40026517
DRON_00022322	372664	40026518
DRON_00022323	372665	40060506
DRON_00022324	372666	40059794
DRON_00022325	372667	40059796
DRON_00022326	372668	40060096
DRON_00022327	372669	40059729
DRON_00022328	372670	40059732
DRON_00022329	372672	40060173
DRON_00022330	372673	40060177
DRON_00022331	372674	40060104
DRON_00022332	372675	40061279
DRON_00022333	372676	40061281
DRON_00022334	372677	40061283
DRON_00022335	372678	40061282
DRON_00022336	372680	40054441
DRON_00022337	372681	40065594
DRON_00022338	372682	40065595
DRON_00022339	372683	40065597
DRON_00022340	372685	40061970
DRON_00022341	372686	40061972
DRON_00022342	372687	40061977
DRON_00022343	372688	40061288
DRON_00022344	372689	40063208
DRON_00022345	372690	40054460
DRON_00022346	372691	40062404
DRON_00022347	372692	40062408
DRON_00022348	372693	40062421
DRON_00022349	372694	40062423
DRON_00022350	372695	40084352
DRON_00022351	372696	40063181
DRON_00022352	372697	40062783
DRON_00022353	372701	40054494
DRON_00022354	372706	40063585
DRON_00022355	372708	40054813
DRON_00022356	372709	40065939
DRON_00022357	372711	40054821
DRON_00022358	372712	40065956
DRON_00022359	372713	40065957
DRON_00022360	372714	40054841
DRON_00022361	372715	40054842
DRON_00022362	372716	40063976
DRON_00022363	372717	40064009
DRON_00022364	372718	40064415
DRON_00022365	372719	40023513
DRON_00022366	372720	40064451
DRON_00022367	372721	40064456
DRON_00022368	372722	40064457
DRON_00022369	372723	40064429
DRON_00022370	372724	40064430
DRON_00022371	372725	40054865
DRON_00022372	372726	40054867
DRON_00022373	372727	40054875
DRON_00022374	372728	40064465
DRON_00022375	372729	40064846
DRON_00022376	372730	40064840
DRON_00022377	372731	40064847
DRON_00022378	372732	40064797
DRON_00022379	372737	40065265
DRON_00022380	372738	40065623
DRON_00022381	372739	40065626
DRON_00022382	372740	40055200
DRON_00022383	372745	40065683
DRON_00022384	372746	40065701
DRON_00022385	372747	40066015
DRON_00022386	372748	40066018
DRON_00022387	372749	40066075
DRON_00022388	372750	40066072
DRON_00022389	372751	40066077
DRON_00022390	372752	40055249
DRON_00022391	372753	40055253
DRON_00022392	372754	40055251
DRON_00022393	372755	40066098
DRON_00022394	372756	40066101
DRON_00022395	372757	40066417
DRON_00022396	372758	40055270
DRON_00022397	372759	40055273
DRON_00022398	372760	40092686
DRON_00022399	372761	40092690
DRON_00022400	372763	40061347
DRON_00022401	372764	40061392
DRON_00022402	372766	40061664
DRON_00022403	372767	40011279
DRON_00022404	372768	40061353
DRON_00022405	372769	40061687
DRON_00022406	372770	40061718
DRON_00022407	372771	40062057
DRON_00022408	372772	40055571
DRON_00022409	372773	40055572
DRON_00022410	372774	40062103
DRON_00022411	372775	40062106
DRON_00022412	372776	40062104
DRON_00022413	372777	40002737
DRON_00022414	372778	40012588
DRON_00022415	372779	40062120
DRON_00022416	372780	40055595
DRON_00022417	372781	40062137
DRON_00022418	372782	40001921
DRON_00022419	372783	40062553
DRON_00022420	372784	40062549
DRON_00022421	372785	40062545
DRON_00022422	372786	40062560
DRON_00022423	372787	40062557
DRON_00022424	372788	40062555
DRON_00022425	372789	40062882
DRON_00022426	372790	40062884
DRON_00022427	372791	40062909
DRON_00022428	372792	40062907
DRON_00022429	372793	40062911
DRON_00022430	372794	40062917
DRON_00022431	372795	40070509
DRON_00022432	372796	40070513
DRON_00022433	372798	40070515
DRON_00022434	372800	40063294
DRON_00022435	372801	40055892
DRON_00022436	372802	40063304
DRON_00022437	372803	40063354
DRON_00022438	372804	40063350
DRON_00022439	372805	40063680
DRON_00022440	372806	40064067
DRON_00022441	372807	40063779
DRON_00022442	372808	40064071
DRON_00022443	372809	40064102
DRON_00022444	372810	40064098
DRON_00022445	372811	40064114
DRON_00022446	372812	40055906
DRON_00022447	372813	40031857
DRON_00022448	372814	40055910
DRON_00022449	372815	40064144
DRON_00022450	372816	40055921
DRON_00022451	372818	40055923
DRON_00022452	372819	40064521
DRON_00022453	372820	40064518
DRON_00022454	372821	40064520
DRON_00022455	372822	40064155
DRON_00022456	372823	40064151
DRON_00022457	372824	40064156
DRON_00022458	372825	40064535
DRON_00022459	372826	40064534
DRON_00022460	372827	40064565
DRON_00022461	372828	40064906
DRON_00022462	372829	40064912
DRON_00022463	372830	40064933
DRON_00022464	372831	40064937
DRON_00022465	372832	40002739
DRON_00022466	372833	40012591
DRON_00022467	372834	40049849
DRON_00022468	372835	40065325
DRON_00022469	372836	40065329
DRON_00022470	372837	40065359
DRON_00022471	372838	40065361
DRON_00022472	372839	40065362
DRON_00022473	372840	40065371
DRON_00022474	372841	40065397
DRON_00022475	372842	40065404
DRON_00022476	372843	40065400
DRON_00022477	372844	40036515
DRON_00022478	372845	40065733
DRON_00022479	372846	40055967
DRON_00022480	372847	40065752
DRON_00022481	372848	40056341
DRON_00022482	372849	40065791
DRON_00022483	372850	40065792
DRON_00022484	372851	40065796
DRON_00022485	372852	40020435
DRON_00022486	372853	40044825
DRON_00022487	372854	40066140
DRON_00022488	372855	40066142
DRON_00022489	372856	40066175
DRON_00022490	372857	40066331
DRON_00022491	372858	40066190
DRON_00022492	372859	40066193
DRON_00022493	372861	40066578
DRON_00022494	372862	40066571
DRON_00022495	372863	40060736
DRON_00022496	372865	40060699
DRON_00022497	372866	40060705
DRON_00022498	372867	40060727
DRON_00022499	372868	40060728
DRON_00022500	372870	40012593
DRON_00022501	372871	40061044
DRON_00022502	372872	40061046
DRON_00022503	372873	40061050
DRON_00022504	372874	40061064
DRON_00022505	372875	40061065
DRON_00022506	372876	40061078
DRON_00022507	372877	40065240
DRON_00022508	372878	40065241
DRON_00022509	372879	40093712
DRON_00022510	372880	40061099
DRON_00022511	372881	40061750
DRON_00022512	372882	40061463
DRON_00022513	372883	40061476
DRON_00022514	372884	40061469
DRON_00022515	372886	40061479
DRON_00022516	372887	40061466
DRON_00022517	372888	40061775
DRON_00022518	372889	40044832
DRON_00022519	372890	40044831
DRON_00022520	372891	40061834
DRON_00022521	372893	40062621
DRON_00022522	372894	40048304
DRON_00022523	372895	40062617
DRON_00022524	372896	40062632
DRON_00022525	372897	40062624
DRON_00022526	372898	40062606
DRON_00022527	372899	40062952
DRON_00022528	372900	40062953
DRON_00022529	372901	40048303
DRON_00022530	372902	40048305
DRON_00022531	372903	40062178
DRON_00022532	372904	40062180
DRON_00022533	372905	40062181
DRON_00022534	372906	40062183
DRON_00022535	372907	40062965
DRON_00022536	372908	40062967
DRON_00022537	372909	40062994
DRON_00022538	372910	40062991
DRON_00022539	372911	40063021
DRON_00022540	372912	40063042
DRON_00022541	372913	40063052
DRON_00022542	372914	40063795
DRON_00022543	372915	40063826
DRON_00022544	372916	40063839
DRON_00022545	372917	40063854
DRON_00022546	372918	40063804
DRON_00022547	372919	40046785
DRON_00022548	372920	40063383
DRON_00022549	372922	40064211
DRON_00022550	372923	40064230
DRON_00022551	372924	40064232
DRON_00022552	372925	40064233
DRON_00022553	372926	40056705
DRON_00022554	372927	40064595
DRON_00022555	372928	40064596
DRON_00022556	372929	40064594
DRON_00022557	372930	40065006
DRON_00022558	372931	40065005
DRON_00022559	372932	40065009
DRON_00022560	372933	40065416
DRON_00022561	372934	40065091
DRON_00022562	372935	40065425
DRON_00022563	372936	40065427
DRON_00022564	372937	40065461
DRON_00022565	372938	40065457
DRON_00022566	372939	40065479
DRON_00022567	372940	40065480
DRON_00022568	372941	40065804
DRON_00022569	372942	40065833
DRON_00022570	372943	40065873
DRON_00022571	372944	40056743
DRON_00022572	372945	40057031
DRON_00022573	372946	40045122
DRON_00022574	372947	40057054
DRON_00022575	372948	40066233
DRON_00022576	372949	40066235
DRON_00022577	372950	40066254
DRON_00022578	372951	40066263
DRON_00022579	372954	40057105
DRON_00022580	372955	40057441
DRON_00022581	372956	40061548
DRON_00022582	372957	40061572
DRON_00022583	372959	40061569
DRON_00022584	372960	40061544
DRON_00022585	372961	40061559
DRON_00022586	372965	40011280
DRON_00022587	372966	40027796
DRON_00022588	372969	40057480
DRON_00022589	372970	40057493
DRON_00022590	372971	40062277
DRON_00022591	372972	40062282
DRON_00022592	372973	40062304
DRON_00022593	372974	40056413
DRON_00022594	372975	40057818
DRON_00022595	372976	40057838
DRON_00022596	372977	40011844
DRON_00022597	372978	40062739
DRON_00022598	372979	40063084
DRON_00022599	372980	40063081
DRON_00022600	372981	40063087
DRON_00022601	372982	40063088
DRON_00022602	372983	40063110
DRON_00022603	372984	40063107
DRON_00022604	372985	40012594
DRON_00022605	372986	40063127
DRON_00022606	372989	40063501
DRON_00022607	372990	40063517
DRON_00022608	372991	40063553
DRON_00022609	372992	40063942
DRON_00022610	372993	40064280
DRON_00022611	372994	40014382
DRON_00022612	372995	40031859
DRON_00022613	372996	40055881
DRON_00022614	372997	40063557
DRON_00022615	372998	40031858
DRON_00022616	372999	40046786
DRON_00022617	373000	40063869
DRON_00022618	373001	40063870
DRON_00022619	373002	40064721
DRON_00022620	373003	40064742
DRON_00022621	373004	40064722
DRON_00022622	373005	40064724
DRON_00022623	373006	40064716
DRON_00022624	373007	40002742
DRON_00022625	373008	40002743
DRON_00022626	373009	40064710
DRON_00022627	373010	40057885
DRON_00022628	373011	40071498
DRON_00022629	373012	40058226
DRON_00022630	373013	40071518
DRON_00022631	373014	40071520
DRON_00022632	373015	40071867
DRON_00022633	373016	40072289
DRON_00022634	373017	40072305
DRON_00022635	373018	40072291
DRON_00022636	373019	40072292
DRON_00022637	373020	40072295
DRON_00022638	373021	40072308
DRON_00022639	373022	40072299
DRON_00022640	373023	40018152
DRON_00022641	373024	40018153
DRON_00022642	373025	40018156
DRON_00022643	373026	40031315
DRON_00022644	373027	40027174
DRON_00022645	373028	40027168
DRON_00022646	373029	40041050
DRON_00022647	373030	40057265
DRON_00022648	373031	40041912
DRON_00022649	373032	40037357
DRON_00022650	373033	40052964
DRON_00022651	373034	40052966
DRON_00022652	373035	40052967
DRON_00022653	373036	40063555
DRON_00022654	373037	40063556
DRON_00022655	373038	40001926
DRON_00022656	373039	40071906
DRON_00022657	373040	40071910
DRON_00022658	373041	40071907
DRON_00022659	373042	40072664
DRON_00022660	373043	40072348
DRON_00022661	373044	40011281
DRON_00022662	373045	40072708
DRON_00022663	373046	40072742
DRON_00022664	373047	40068069
DRON_00022665	373048	40068061
DRON_00022666	373049	40068059
DRON_00022667	373051	40068070
DRON_00022668	373052	40068068
DRON_00022669	373053	40068072
DRON_00022670	373054	40066823
DRON_00022671	373055	40066822
DRON_00022672	373056	40066824
DRON_00022673	373057	40066821
DRON_00022674	373058	40066868
DRON_00022675	373059	40066864
DRON_00022676	373060	40066870
DRON_00022677	373061	40067187
DRON_00022678	373063	40067191
DRON_00022679	373064	40041081
DRON_00022680	373065	40067199
DRON_00022681	373066	40067216
DRON_00022682	373067	40069147
DRON_00022683	373068	40069144
DRON_00022684	373069	40069156
DRON_00022685	373070	40069145
DRON_00022686	373071	40069196
DRON_00022687	373072	40069197
DRON_00022688	373073	40069198
DRON_00022689	373074	40069199
DRON_00022690	373075	40058280
DRON_00022691	373076	40058281
DRON_00022692	373077	40058289
DRON_00022693	373078	40058290
DRON_00022694	373079	40058283
DRON_00022695	373080	40069214
DRON_00022696	373081	40069215
DRON_00022697	373082	40058608
DRON_00022698	373083	40058638
DRON_00022699	373085	40058640
DRON_00022700	373086	40058639
DRON_00022701	373087	40069235
DRON_00022702	373088	40069237
DRON_00022703	373089	40069238
DRON_00022704	373090	40029293
DRON_00022705	373091	40069525
DRON_00022706	373092	40069527
DRON_00022707	373093	40069553
DRON_00022708	373094	40069551
DRON_00022709	373095	40069578
DRON_00022710	373096	40069581
DRON_00022711	373097	40069582
DRON_00022712	373098	40069600
DRON_00022713	373100	40069975
DRON_00022714	373101	40069977
DRON_00022715	373102	40070006
DRON_00022716	373103	40069982
DRON_00022717	373104	40071539
DRON_00022718	373105	40071154
DRON_00022719	373106	40071533
DRON_00022720	373107	40071159
DRON_00022721	373108	40071566
DRON_00022722	373109	40058689
DRON_00022723	373110	40071614
DRON_00022724	373111	40071619
DRON_00022725	373112	40072394
DRON_00022726	373113	40062921
DRON_00022727	373114	40072443
DRON_00022728	373115	40042036
DRON_00022729	373116	40072442
DRON_00022730	373117	40062928
DRON_00022731	373118	40101638
DRON_00022732	373119	40101636
DRON_00022733	373120	40066896
DRON_00022734	373121	40039807
DRON_00022735	373122	40039793
DRON_00022736	373123	40066910
DRON_00022737	373124	40066975
DRON_00022738	373125	40066978
DRON_00022739	373126	40066981
DRON_00022740	373127	40067290
DRON_00022741	373128	40043947
DRON_00022742	373129	40067329
DRON_00022743	373130	40067349
DRON_00022744	373131	40067717
DRON_00022745	373132	40068145
DRON_00022746	373133	40068160
DRON_00022747	373134	40068143
DRON_00022748	373135	40068166
DRON_00022749	373136	40068148
DRON_00022750	373137	40068156
DRON_00022751	373138	40068172
DRON_00022752	373139	40068919
DRON_00022753	373140	40069303
DRON_00022754	373141	40069653
DRON_00022755	373142	40101922
DRON_00022756	373143	40101937
DRON_00022757	373144	40101939
DRON_00022758	373145	40069722
DRON_00022759	373146	40070103
DRON_00022760	373147	40070108
DRON_00022761	373148	40070106
DRON_00022762	373149	40070098
DRON_00022763	373151	40101973
