dron	rxcui	omop
DRON_00049986	418240	19105104
DRON_00049987	418241	923747
DRON_00049988	418250	19105107
DRON_00049989	418254	19105108
DRON_00049990	418255	19105109
DRON_00049991	418257	19105110
DRON_00049992	418258	19105111
DRON_00049993	418263	19105112
DRON_00049994	418264	19105113
DRON_00049995	418270	19105114
DRON_00049996	418283	19105115
DRON_00049997	418315	19105116
DRON_00049998	418316	19105117
DRON_00049999	418317	19105118
DRON_00050000	418319	19105119
DRON_00050001	418320	19105120
DRON_00050002	418321	19105121
DRON_00050003	418324	19105122
DRON_00050004	418327	19105123
DRON_00050005	418331	19105124
DRON_00050006	418338	19105125
DRON_00050007	418342	19105126
DRON_00050008	418346	19105128
DRON_00050009	418351	19105129
DRON_00050010	418354	1001356
DRON_00050011	418360	19105130
DRON_00050012	418367	19105131
DRON_00050013	418368	19105132
DRON_00050014	418372	19019027
DRON_00050015	418378	19105133
DRON_00050016	418380	19105134
DRON_00050017	418381	19105135
DRON_00050018	418385	19105136
DRON_00050019	418386	19105137
DRON_00050020	418394	19105138
DRON_00050021	418415	19105139
DRON_00050022	418416	19105140
DRON_00050023	418421	19105141
DRON_00050024	418443	19105142
DRON_00050025	418444	19105143
DRON_00050026	418445	19105144
DRON_00050027	418446	19105145
DRON_00050028	418447	19105146
DRON_00050029	418459	19105147
DRON_00050030	418460	19105148
DRON_00050031	418462	19105149
DRON_00050032	418464	19105150
DRON_00050033	418466	19105151
DRON_00050034	418467	19105152
DRON_00050035	418468	19105153
DRON_00050036	418474	19105154
DRON_00050037	418475	19105155
DRON_00050038	418476	19105156
DRON_00050039	418478	19105157
DRON_00050040	418479	19105158
DRON_00050041	418480	19105159
DRON_00050042	418481	19105160
DRON_00050043	418482	19105161
DRON_00050044	418483	19105162
DRON_00050045	418501	19105163
DRON_00050046	418502	19105164
DRON_00050047	418531	19105165
DRON_00050048	418532	19105166
DRON_00050049	418533	966439
DRON_00050050	418534	19105167
DRON_00050051	418535	19105168
DRON_00050052	418536	19105169
DRON_00050053	418538	923748
DRON_00050054	418540	19105170
DRON_00050055	418546	19105171
DRON_00050056	418552	19105172
DRON_00050057	418553	19105173
DRON_00050058	418554	19105174
DRON_00050059	418558	19105175
DRON_00050060	418563	19105177
DRON_00050061	418582	19105178
DRON_00050062	418601	19105179
DRON_00050063	418603	19105180
DRON_00050064	418604	19105181
DRON_00050065	418605	19105182
DRON_00050066	418609	19105183
DRON_00050067	418610	19105184
DRON_00050068	418611	19105185
DRON_00050069	418612	19105186
DRON_00050070	418614	19105187
DRON_00050071	418615	19105188
DRON_00050072	418619	19105189
DRON_00050073	418620	19105190
DRON_00050074	418623	19105191
DRON_00050075	418629	19105192
DRON_00050076	418630	19105193
DRON_00050077	418631	19105194
DRON_00050078	418632	19105195
DRON_00050079	418634	19105196
DRON_00050080	418642	19105197
DRON_00050081	418659	19105198
DRON_00050082	418660	19105199
DRON_00050083	418662	19105200
DRON_00050084	418668	19105201
DRON_00050085	418669	19105202
DRON_00050086	418670	19105203
DRON_00050087	418671	19105204
DRON_00050088	418672	19105205
DRON_00050089	418674	19105206
DRON_00050090	418679	19105207
DRON_00050091	418698	19105208
DRON_00050092	418739	19105209
DRON_00050093	418741	19105210
DRON_00050094	418742	19105211
DRON_00050095	418743	19105212
DRON_00050096	418744	19105213
DRON_00050097	418745	19105214
DRON_00050098	418747	19105215
DRON_00050099	418749	19105216
DRON_00050100	418759	19105218
DRON_00050101	418764	19105219
DRON_00050102	418768	19105220
DRON_00050103	418769	19105221
DRON_00050104	418770	19105222
DRON_00050105	418771	19105223
DRON_00050106	418772	19105224
DRON_00050107	418776	19105225
DRON_00050108	418780	19105226
DRON_00050109	418782	19105227
DRON_00050110	418820	19105228
DRON_00050111	418821	19105229
DRON_00050112	418822	911339
DRON_00050113	418823	19105230
DRON_00050114	418832	19105231
DRON_00050115	418837	19105232
DRON_00050116	418861	19105233
DRON_00050117	418862	19105234
DRON_00050118	418863	19105235
DRON_00050119	418901	19105237
DRON_00050120	418908	19105238
DRON_00050121	418911	19105239
DRON_00050122	418912	19105240
DRON_00050123	418914	19105241
DRON_00050124	418917	19105242
DRON_00050125	418918	19105243
DRON_00050126	418921	19105244
DRON_00050127	418922	19105245
DRON_00050128	418923	19105246
DRON_00050129	418924	19105247
DRON_00050130	418925	19105248
DRON_00050131	418926	19105249
DRON_00050132	418927	19105250
DRON_00050133	418930	19105251
DRON_00050134	418933	19105252
DRON_00050135	418935	19105253
DRON_00050136	418972	19105254
DRON_00050137	418976	19105257
DRON_00050138	418977	19105258
DRON_00050139	418978	19105259
DRON_00050140	418979	19105260
DRON_00050141	418980	19105261
DRON_00050142	418981	19105262
DRON_00050143	418987	19105263
DRON_00050144	418988	19105264
DRON_00050145	419005	19105265
DRON_00050146	419008	19105266
DRON_00050147	419009	19105268
DRON_00050148	419011	19105269
DRON_00050149	419012	19105270
DRON_00050150	419038	19105271
DRON_00050151	419047	19105272
DRON_00050152	419048	19105273
DRON_00050153	419051	19105274
DRON_00050154	419052	19105275
DRON_00050155	419053	19105276
DRON_00050156	419054	19105277
DRON_00050157	419055	19105278
DRON_00050158	419060	19105279
DRON_00050159	419068	19105280
DRON_00050160	419069	19105281
DRON_00050161	419085	19105282
DRON_00050162	419110	19105283
DRON_00050163	419123	19105284
DRON_00050164	419124	19105285
DRON_00050165	419128	976076
DRON_00050166	419129	916498
DRON_00050167	419167	718761
DRON_00050168	419168	718782
DRON_00050169	419169	19105286
DRON_00050170	419170	19105287
DRON_00050171	419629	19105289
DRON_00050172	419694	19105290
DRON_00050173	419703	19105291
DRON_00050174	419704	19105292
DRON_00050175	419705	19105293
DRON_00050176	419706	19105294
DRON_00050177	419707	19105295
DRON_00050178	419708	19105296
DRON_00050179	419709	19105297
DRON_00050180	419711	19105298
DRON_00050181	419713	19105299
DRON_00050182	419771	19105300
DRON_00050183	419772	19105301
DRON_00050184	419774	19105302
DRON_00050185	419776	19105303
DRON_00050186	419777	19105304
DRON_00050187	419778	19105305
DRON_00050188	419779	19105306
DRON_00050189	419780	19105307
DRON_00050190	419781	19105308
DRON_00050191	419782	19105309
DRON_00050192	419784	19105310
DRON_00050193	419844	19105311
DRON_00050194	419845	19105312
DRON_00050195	419846	19105313
DRON_00050196	419847	19105314
DRON_00050197	419848	19105315
DRON_00050198	419849	1796454
DRON_00050199	419850	19105316
DRON_00050200	419866	19105317
DRON_00050201	419911	19105318
DRON_00050202	419914	19105319
DRON_00050203	419921	1725067
DRON_00050204	419922	19105320
DRON_00050205	419923	19105321
DRON_00050206	419924	19105322
DRON_00050207	419925	1763333
DRON_00050208	419928	19105323
DRON_00050209	419991	19105324
DRON_00050210	419992	19105325
DRON_00050211	419994	19105326
DRON_00050212	419995	1165255
DRON_00050213	419997	19105327
DRON_00050214	419999	19105328
DRON_00050215	420000	19105329
DRON_00050216	420002	19105330
DRON_00050217	420049	19105332
DRON_00050218	420051	19105333
DRON_00050219	420052	19105334
DRON_00050220	420053	19105335
DRON_00050221	420054	19105336
DRON_00050222	420055	19105337
DRON_00050223	420058	19105338
DRON_00050224	420065	19105339
DRON_00050225	420071	19105341
DRON_00050226	420079	19105344
DRON_00050227	420103	19105345
DRON_00050228	420104	19105346
DRON_00050229	420105	19105347
DRON_00050230	420109	19105348
DRON_00050231	420110	19105349
DRON_00050232	420111	19105350
DRON_00050233	420112	19105351
DRON_00050234	420117	19105352
DRON_00050235	420175	19105353
DRON_00050236	420180	19105354
DRON_00050237	420183	19105355
DRON_00050238	420222	19105356
DRON_00050239	420248	19105357
DRON_00050240	420255	19105358
DRON_00050241	420256	19105359
DRON_00050242	420257	19105360
DRON_00050243	420263	19105361
DRON_00050244	420309	19105362
DRON_00050245	420312	19105363
DRON_00050246	420441	19105366
DRON_00050247	420442	19105367
DRON_00050248	420444	19105368
DRON_00050249	420459	19105369
DRON_00050250	420463	19105370
DRON_00050251	420464	19105371
DRON_00050252	420470	19105372
DRON_00050253	420471	19105373
DRON_00050254	420475	19105374
DRON_00050255	420476	19105375
DRON_00050256	420477	19105376
DRON_00050257	420478	19105377
DRON_00050258	420479	19105378
DRON_00050259	420480	19105379
DRON_00050260	420481	19105380
DRON_00050261	420482	19105381
DRON_00050262	420511	19105382
DRON_00050263	420512	19105383
DRON_00050264	420531	19105384
DRON_00050265	420536	19105385
DRON_00050266	420546	19105386
DRON_00050267	420547	19105387
DRON_00050268	420556	19105390
DRON_00050269	420559	19105391
DRON_00050270	420561	19105392
DRON_00050271	420568	19105393
DRON_00050272	420571	19105394
DRON_00050273	420572	19105395
DRON_00050274	420574	19105396
DRON_00050275	420575	19105397
DRON_00050276	420576	19105398
DRON_00050277	420580	19105399
DRON_00050278	420594	19105400
DRON_00050279	420628	19105404
DRON_00050280	420629	19105405
DRON_00050281	420630	19105406
DRON_00050282	420634	19105407
DRON_00050283	420635	19105408
DRON_00050284	420636	19105409
DRON_00050285	420637	19105410
DRON_00050286	420638	19105411
DRON_00050287	420639	19105412
DRON_00050288	420643	19105413
DRON_00050289	420644	19105414
DRON_00050290	420645	19105415
DRON_00050291	420646	19105416
DRON_00050292	420647	19105417
DRON_00050293	420648	19105418
DRON_00050294	420649	19105419
DRON_00050295	420650	19105420
DRON_00050296	420652	19105421
DRON_00050297	420653	19105422
DRON_00050298	420654	19105423
DRON_00050299	420655	19105424
DRON_00050300	420656	19105425
DRON_00050301	420684	19105426
DRON_00050302	420689	19105427
DRON_00050303	420690	19105428
DRON_00050304	420692	19105429
DRON_00050305	420697	19105430
DRON_00050306	420700	19105431
DRON_00050307	420701	19105432
DRON_00050308	420703	19105433
DRON_00050309	420706	19105434
DRON_00050310	420707	19105435
DRON_00050311	420708	19105436
DRON_00050312	420709	19105437
DRON_00050313	420710	19105438
DRON_00050314	420711	19105439
DRON_00050315	420712	19105440
DRON_00050316	420713	19105441
DRON_00050317	420714	19105442
DRON_00050318	420715	19105443
DRON_00050319	420716	19105444
DRON_00050320	420747	19105445
DRON_00050321	420767	19105446
DRON_00050322	420771	19105447
DRON_00050323	420772	19105448
DRON_00050324	420773	19105449
DRON_00050325	420774	19105450
DRON_00050326	420775	19105451
DRON_00050327	420776	19105452
DRON_00050328	420777	19105453
DRON_00050329	420778	19105454
DRON_00050330	420779	19105455
DRON_00050331	420799	19105456
DRON_00050332	420857	19105457
DRON_00050333	420858	19105458
DRON_00050334	420866	19105459
DRON_00050335	420867	19105460
DRON_00050336	420868	19105461
DRON_00050337	420869	19105462
DRON_00050338	420870	19105463
DRON_00050339	420871	19105464
DRON_00050340	420872	19105465
DRON_00050341	420873	19105466
DRON_00050342	420874	19105467
DRON_00050343	420875	19105468
DRON_00050344	420876	19105469
DRON_00050345	420877	19105470
DRON_00050346	420888	19105471
DRON_00050347	420903	19105472
DRON_00050348	420905	19105473
DRON_00050349	420918	19105474
DRON_00050350	420973	19105475
DRON_00050351	420974	19105476
DRON_00050352	420975	19105477
DRON_00050353	420981	19105478
DRON_00050354	420984	19105480
DRON_00050355	420985	19105481
DRON_00050356	420986	19105482
DRON_00050357	420987	19105483
DRON_00050358	421017	19105484
DRON_00050359	421065	19105487
DRON_00050360	421067	19105488
DRON_00050361	421070	19105491
DRON_00050362	421071	19105492
DRON_00050363	421072	19105493
DRON_00050364	421073	19105494
DRON_00050365	421074	19105495
DRON_00050366	421147	19105496
DRON_00050367	421148	19105497
DRON_00050368	421149	19105498
DRON_00050369	421150	19105499
DRON_00050370	421151	19105500
DRON_00050371	421152	19105501
DRON_00050372	421155	19105502
DRON_00050373	421157	19105503
DRON_00050374	421158	19105504
DRON_00050375	421162	19105505
DRON_00050376	421163	19105506
DRON_00050377	421188	19105507
DRON_00050378	421234	19105508
DRON_00050379	421239	19105509
DRON_00050380	421240	19105510
DRON_00050381	421243	19105511
DRON_00050382	421251	19105513
DRON_00050383	421252	19105514
DRON_00050384	421255	19105515
DRON_00050385	421274	19105516
DRON_00050386	421280	19105517
DRON_00050387	421298	19105518
DRON_00050388	421299	961460
DRON_00050389	421300	19105519
DRON_00050390	421301	19105520
DRON_00050391	421302	19105521
DRON_00050392	421303	19105522
DRON_00050393	421323	19105523
DRON_00050394	421324	19105524
DRON_00050395	421325	19105525
DRON_00050396	421326	19105526
DRON_00050397	421329	19105527
DRON_00050398	421333	19105528
DRON_00050399	421335	19105530
DRON_00050400	421336	19105531
DRON_00050401	421386	19105532
DRON_00050402	421387	19105533
DRON_00050403	421390	19105534
DRON_00050404	421391	19105535
DRON_00050405	421392	19105536
DRON_00050406	421393	19105537
DRON_00050407	421394	19105538
DRON_00050408	421414	19105539
DRON_00050409	421415	19105540
DRON_00050410	421426	19105541
DRON_00050411	421470	19105542
DRON_00050412	421471	19105543
DRON_00050413	421474	19105544
DRON_00050414	421478	19105545
DRON_00050415	421479	19105546
DRON_00050416	421480	19105547
DRON_00050417	421482	19105548
DRON_00050418	421483	19105549
DRON_00050419	421485	19105550
DRON_00050420	421486	19105551
DRON_00050421	421487	19105552
DRON_00050422	421488	19105553
DRON_00050423	421489	19105554
DRON_00050424	421490	19105555
DRON_00050425	421492	19105556
DRON_00050426	421536	19105557
DRON_00050427	421557	19105558
DRON_00050428	421570	19105559
DRON_00050429	421571	19105560
DRON_00050430	421573	19105561
DRON_00050431	421574	19105562
DRON_00050432	421575	19105563
DRON_00050433	421576	19105564
DRON_00050434	421577	19105565
DRON_00050435	421578	19105566
DRON_00050436	421579	19105567
DRON_00050437	421580	19105568
DRON_00050438	421581	19105569
DRON_00050439	421582	19105570
DRON_00050440	421583	19105571
DRON_00050441	421584	19105572
DRON_00050442	421585	19105573
DRON_00050443	421588	19105574
DRON_00050444	421589	19105575
DRON_00050445	421593	19105576
DRON_00050446	421594	19105577
DRON_00050447	421596	19105578
DRON_00050448	421597	19105579
DRON_00050449	421605	19105580
DRON_00050450	421630	19105581
DRON_00050451	421631	19105582
DRON_00050452	421633	19105583
DRON_00050453	421634	19105584
DRON_00050454	421635	19105585
DRON_00050455	421637	19105586
DRON_00050456	421643	19105587
DRON_00050457	421644	19105588
DRON_00050458	421647	19105589
DRON_00050459	421651	19105590
DRON_00050460	421652	19105591
DRON_00050461	421654	19105592
DRON_00050462	421656	19105593
DRON_00050463	421657	19105594
DRON_00050464	421658	19105595
DRON_00050465	421659	19105596
DRON_00050466	421660	19105597
DRON_00050467	421662	19105598
DRON_00050468	421663	19105599
DRON_00050469	421664	19105600
DRON_00050470	421665	19105601
DRON_00050471	421666	19105602
DRON_00050472	421667	966036
DRON_00050473	421672	19105603
DRON_00050474	421678	19105604
DRON_00050475	421679	19105605
DRON_00050476	421680	19105606
DRON_00050477	421690	19105607
DRON_00050478	421743	19105608
DRON_00050479	421744	19105609
DRON_00050480	421756	19105612
DRON_00050481	421758	19105613
DRON_00050482	421760	19105614
DRON_00050483	421778	19105615
DRON_00050484	421790	19105616
DRON_00050485	421803	19105617
DRON_00050486	421806	19105618
DRON_00050487	421811	19105619
DRON_00050488	421812	19105620
DRON_00050489	421815	19105621
DRON_00050490	421816	19105622
DRON_00050491	421818	19105623
DRON_00050492	421821	19105624
DRON_00050493	421824	19105625
DRON_00050494	421825	19105626
DRON_00050495	421828	19105627
DRON_00050496	421843	19105628
DRON_00050497	421849	19105629
DRON_00050498	421856	19105630
DRON_00050499	421857	19031516
DRON_00050500	421858	19105631
DRON_00050501	421865	19105632
DRON_00050502	421878	19105633
DRON_00050503	421880	19105634
DRON_00050504	421893	19105635
DRON_00050505	421895	19105636
DRON_00050506	421896	19105637
DRON_00050507	421898	19105638
DRON_00050508	421899	19105639
DRON_00050509	421910	19105640
DRON_00050510	421911	19105641
DRON_00050511	421916	19105642
DRON_00050512	421922	19105643
DRON_00050513	421923	19105644
DRON_00050514	421925	19136641
DRON_00050515	421926	19105645
DRON_00050516	421927	19105646
DRON_00050517	421928	19105647
DRON_00050518	421929	908163
DRON_00050519	421931	19105648
DRON_00050520	421932	19105649
DRON_00050521	421933	19105650
DRON_00050522	421934	19105651
DRON_00050523	421937	19105652
DRON_00050524	421939	19105653
DRON_00050525	421942	19105654
DRON_00050526	421944	19105655
DRON_00050527	421948	19105657
DRON_00050528	421952	19054035
DRON_00050529	421953	966037
DRON_00050530	421958	19105658
DRON_00050531	421959	1702085
DRON_00050532	421966	19105659
DRON_00050533	421975	19105660
DRON_00050534	421979	19105661
DRON_00050535	421989	19105662
DRON_00050536	421994	19105664
DRON_00050537	421995	19105665
DRON_00050538	421996	19105666
DRON_00050539	421997	19105667
DRON_00050540	422004	19105670
DRON_00050541	422009	19105671
DRON_00050542	422011	19105672
DRON_00050543	422015	19105673
DRON_00050544	422016	19105674
DRON_00050545	422017	19105675
DRON_00050546	422018	19105676
DRON_00050547	422023	19105677
DRON_00050548	422024	19105678
DRON_00050549	422031	19105679
DRON_00050550	422049	19105680
DRON_00050551	422056	19105681
DRON_00050552	422062	19105682
DRON_00050553	422063	19105683
DRON_00050554	422064	19105684
DRON_00050555	422065	19105685
DRON_00050556	422066	19105686
DRON_00050557	422067	19105687
DRON_00050558	422069	19105688
DRON_00050559	422070	19105689
DRON_00050560	422073	19105690
DRON_00050561	422075	19105691
DRON_00050562	422076	19105692
DRON_00050563	422077	19105693
DRON_00050564	422080	19105694
DRON_00050565	422081	19105695
DRON_00050566	422082	19105696
DRON_00050567	422085	19105697
DRON_00050568	422086	19105698
DRON_00050569	422094	19105700
DRON_00050570	422096	19105701
DRON_00050571	422098	19105702
DRON_00050572	422108	19105704
DRON_00050573	422119	19105705
DRON_00050574	422121	19105706
DRON_00050575	422126	19105707
DRON_00050576	422127	19105708
DRON_00050577	422129	19105709
DRON_00050578	422130	19105710
DRON_00050579	422142	19095767
DRON_00050580	422157	19105711
DRON_00050581	422159	19105712
DRON_00050582	422160	19105713
DRON_00050583	422161	19105714
DRON_00050584	422162	19105715
DRON_00050585	422163	19105716
DRON_00050586	422189	19105717
DRON_00050587	422190	19105718
DRON_00050588	422191	19105719
DRON_00050589	422194	19105720
DRON_00050590	422201	19105721
DRON_00050591	422208	19105722
DRON_00050592	422215	19105723
DRON_00050593	422217	19105724
DRON_00050594	422218	19105725
DRON_00050595	422245	19105726
DRON_00050596	422246	985590
DRON_00050597	422253	19105727
DRON_00050598	422254	19105728
DRON_00050599	422255	19105729
DRON_00050600	422267	19105730
DRON_00050601	422271	19105731
DRON_00050602	422272	19105732
DRON_00050603	422273	19105733
DRON_00050604	422274	19105734
DRON_00050605	422276	19105735
DRON_00050606	422277	19105736
DRON_00050607	422301	19105737
DRON_00050608	422305	19105738
DRON_00050609	422307	19105739
DRON_00050610	422320	19105740
DRON_00050611	422321	19105741
DRON_00050612	422322	19105742
DRON_00050613	422341	19105743
DRON_00050614	422347	19105744
DRON_00050615	422350	19105746
DRON_00050616	422353	19066278
DRON_00050617	422366	19105747
DRON_00050618	422370	19105748
DRON_00050619	422371	19105749
DRON_00050620	422372	19105750
DRON_00050621	422373	19105751
DRON_00050622	422374	19105752
DRON_00050623	422375	19105753
DRON_00050624	422407	19105754
DRON_00050625	422410	19105755
DRON_00050626	422412	19105756
DRON_00050627	422428	19105757
DRON_00050628	422429	1707439
DRON_00050629	422430	19105758
DRON_00050630	422432	19105759
DRON_00050631	422433	19105760
DRON_00050632	422434	19105761
DRON_00050633	422435	19105762
DRON_00050634	422456	19036365
DRON_00050635	422486	19105763
DRON_00050636	422489	19105764
DRON_00050637	422496	19105765
DRON_00050638	422500	19105766
DRON_00050639	422501	19105767
DRON_00050640	422503	19105768
DRON_00050641	422504	19105769
DRON_00050642	422505	19105770
DRON_00050643	422506	19105771
DRON_00050644	422547	19105772
DRON_00050645	422548	19105773
DRON_00050646	422555	19105774
DRON_00050647	422561	19105775
DRON_00050648	422562	19105776
DRON_00050649	422564	19105777
DRON_00050650	422565	19105778
DRON_00050651	422568	19105779
DRON_00050652	422569	19105780
DRON_00050653	422570	19105781
DRON_00050654	422577	1127986
DRON_00050655	422583	19105782
DRON_00050656	422584	19105783
DRON_00050657	422585	19105784
DRON_00050658	422598	19105785
DRON_00050659	422599	19105786
DRON_00050660	422600	19105787
DRON_00050661	422610	19105788
DRON_00050662	422612	19105789
DRON_00050663	422613	19105790
DRON_00050664	422616	19105791
DRON_00050665	422622	19105793
DRON_00050666	422623	19105794
DRON_00050667	422625	19105795
DRON_00050668	422626	19105796
DRON_00050669	422627	19105797
DRON_00050670	422628	19105798
DRON_00050671	422629	19105799
DRON_00050672	422633	19105800
DRON_00050673	422639	19105801
DRON_00050674	422640	19105802
DRON_00050675	422641	19105803
DRON_00050676	422644	19105804
DRON_00050677	422645	19105805
DRON_00050678	422646	19105806
DRON_00050679	422647	19105807
DRON_00050680	422648	19105808
DRON_00050681	422650	19105809
DRON_00050682	422657	19105812
DRON_00050683	422658	19105813
DRON_00050684	422664	961461
DRON_00050685	422665	925047
DRON_00050686	422671	990580
DRON_00050687	422672	991740
DRON_00050688	422676	19105816
DRON_00050689	422677	19105817
DRON_00050690	422691	19105818
DRON_00050691	422692	19105819
DRON_00050692	422704	19105820
DRON_00050693	422706	19105821
DRON_00050694	422707	19105822
DRON_00050695	422709	19105823
DRON_00050696	422710	19105824
DRON_00050697	422711	19105825
DRON_00050698	422728	19105826
DRON_00050699	422737	1105880
DRON_00050700	422741	19105827
DRON_00050701	422742	19105828
DRON_00050702	422756	19105829
DRON_00050703	422759	19105831
DRON_00050704	422760	19105832
DRON_00050705	422761	19105833
DRON_00050706	422762	19105834
DRON_00050707	422764	19105835
DRON_00050708	422765	19105836
DRON_00050709	422766	19105837
DRON_00050710	422767	19105838
DRON_00050711	422769	19105839
DRON_00050712	422770	19105840
DRON_00050713	422771	19105841
DRON_00050714	422772	19105842
DRON_00050715	422773	19105843
DRON_00050716	422776	19105844
DRON_00050717	422778	19105845
DRON_00050718	422780	19105846
DRON_00050719	422783	19105848
DRON_00050720	422784	19105849
DRON_00050721	422785	19105850
DRON_00050722	422793	19105851
DRON_00050723	422794	19105852
DRON_00050724	422795	19105853
DRON_00050725	422796	19105854
DRON_00050726	422797	19105855
DRON_00050727	422798	19105856
DRON_00050728	422825	19105857
DRON_00050729	422826	19105858
DRON_00050730	422827	19105859
DRON_00050731	422828	19105860
DRON_00050732	422829	19012329
DRON_00050733	422830	19105861
DRON_00050734	422831	19105862
DRON_00050735	422832	19105863
DRON_00050736	422842	19105865
DRON_00050737	422850	19105866
DRON_00050738	422852	19105867
DRON_00050739	422865	19105868
DRON_00050740	422866	19105869
DRON_00050741	422867	19105870
DRON_00050742	422868	19105871
DRON_00050743	422876	19105872
DRON_00050744	422877	1156584
DRON_00050745	422880	19105873
DRON_00050746	422938	1036592
DRON_00050747	422942	19105874
DRON_00050748	422948	19105875
DRON_00050749	422972	19105876
DRON_00050750	422996	965419
DRON_00050751	422997	19105877
DRON_00050752	422998	965420
DRON_00050753	422999	19105878
DRON_00050754	423000	19105881
DRON_00050755	423002	19105883
DRON_00050756	423005	19105884
DRON_00050757	423008	19105885
DRON_00050758	423009	19105886
DRON_00050759	423063	19105887
DRON_00050760	423071	19105889
DRON_00050761	423074	19105890
DRON_00050762	423136	19105894
DRON_00050763	423142	19105895
DRON_00050764	423207	19105896
DRON_00050765	423214	19087318
DRON_00050766	423275	19105897
DRON_00050767	423281	19105898
DRON_00050768	423289	19105899
DRON_00050769	423290	19105900
DRON_00050770	423291	19105901
DRON_00050771	423330	19105903
DRON_00050772	423350	19105904
DRON_00050773	423351	19105905
DRON_00050774	423352	19105906
DRON_00050775	423353	19105907
DRON_00050776	423358	19105908
DRON_00050777	423360	19105909
DRON_00050778	423369	19105910
DRON_00050779	423370	19105911
DRON_00050780	423406	19105912
DRON_00050781	423410	19105913
DRON_00050782	423412	19105914
DRON_00050783	423420	19105915
DRON_00050784	423427	19105916
DRON_00050785	423440	19105917
DRON_00050786	423521	19105920
DRON_00050787	423569	19105924
DRON_00050788	423585	19105925
DRON_00050789	423586	1704903
DRON_00050790	423587	1704904
DRON_00050791	423595	1704905
DRON_00050792	423597	19105926
DRON_00050793	423616	19105929
DRON_00050794	423617	19105930
DRON_00050795	423628	19105931
DRON_00050796	423629	19105932
DRON_00050797	423630	19105933
DRON_00050798	423681	19105935
DRON_00050799	423683	19105936
DRON_00050800	423684	19105937
DRON_00050801	423702	19105938
DRON_00050802	423704	19105939
DRON_00050803	423705	19105940
DRON_00050804	423713	19105942
DRON_00050805	423714	19105943
DRON_00050806	423716	19105944
DRON_00050807	423803	19105947
DRON_00050808	423817	19105948
DRON_00050809	423836	19105952
DRON_00050810	423837	19105953
DRON_00050811	423906	19105957
DRON_00050812	423924	19105958
DRON_00050813	423928	19105959
DRON_00050814	423929	19105960
DRON_00050815	423931	19105961
DRON_00050816	423935	19105962
DRON_00050817	423992	949621
DRON_00050818	423994	19105964
DRON_00050819	423996	949652
DRON_00050820	423997	19105965
DRON_00050821	424005	19105967
DRON_00050822	424079	19105968
DRON_00050823	424085	19105969
DRON_00050824	424098	19105970
DRON_00050825	424100	19105971
DRON_00050826	424101	19105972
DRON_00050827	424107	19105973
DRON_00050828	424168	19105974
DRON_00050829	424170	19105975
DRON_00050830	424184	19105976
DRON_00050831	424185	1131409
DRON_00050832	424186	19105977
DRON_00050833	424187	19105978
DRON_00050834	424259	19105979
DRON_00050835	424292	19105981
DRON_00050836	424351	19105982
DRON_00050837	424939	19105984
DRON_00050838	425096	19105985
DRON_00050839	425101	19105986
DRON_00050840	425102	19105987
DRON_00050841	425103	19105988
DRON_00050842	425104	19105989
DRON_00050843	425194	19105990
DRON_00050844	425197	19105991
DRON_00050845	425198	19105992
DRON_00050846	425199	1790952
DRON_00050847	425200	19105993
DRON_00050848	425201	19105994
DRON_00050849	425204	19105996
DRON_00050850	425205	19105997
DRON_00050851	425206	19105998
DRON_00050852	425207	19105999
DRON_00050853	425245	19106000
DRON_00050854	425252	19106001
DRON_00050855	425254	1194109
DRON_00050856	425256	19106002
DRON_00050857	425257	19106003
DRON_00050858	425259	19106005
DRON_00050859	425263	19106006
DRON_00050860	425265	19106007
DRON_00050861	425273	1790954
DRON_00050862	425274	19106008
DRON_00050863	425276	1790955
DRON_00050864	425319	1131410
DRON_00050865	425337	19106009
DRON_00050866	425345	19106010
DRON_00050867	425348	19106011
DRON_00050868	425351	1747294
DRON_00050869	425374	19106012
DRON_00050870	425419	19106014
DRON_00050871	425468	19106017
DRON_00050872	425470	19106018
DRON_00050873	425536	19106021
DRON_00050874	425539	1237267
DRON_00050875	425596	19012330
DRON_00050876	425626	19106023
DRON_00050877	425692	19106025
DRON_00050878	425723	19106026
DRON_00050879	425724	19106027
DRON_00050880	425725	1127987
DRON_00050881	425726	19106028
DRON_00050882	425727	1001357
DRON_00050883	425728	19106029
DRON_00050884	425731	950176
DRON_00050885	425733	19106031
DRON_00050886	425734	19106032
DRON_00050887	425735	19106033
DRON_00050888	425825	19106035
DRON_00050889	425826	19106036
DRON_00050890	425827	19106037
DRON_00050891	425828	19106038
DRON_00050892	425829	19106039
DRON_00050893	425830	19106040
DRON_00050894	425831	19106041
DRON_00050895	425832	19106042
DRON_00050896	425837	19106043
DRON_00050897	425838	19106044
DRON_00050898	425841	19106045
DRON_00050899	425918	19106046
DRON_00050900	425919	19106047
DRON_00050901	425920	19106048
DRON_00050902	425923	19106049
DRON_00050903	426020	19106050
DRON_00050904	426022	19106051
DRON_00050905	426023	19106052
DRON_00050906	426313	19106053
DRON_00050907	426405	19106056
DRON_00050908	426406	19106057
DRON_00050909	426767	19106062
DRON_00050910	426768	19106063
DRON_00050911	426769	19106064
DRON_00050912	426770	19106065
DRON_00050913	426772	19106066
DRON_00050914	426841	19106067
DRON_00050915	426844	19106068
DRON_00050916	426845	19106069
DRON_00050917	426902	19106071
DRON_00050918	426903	19106072
DRON_00050919	426904	19106073
