concept_id|concept_code
19099415|35890
19018604|19084
19057932|46967
19044883|40001
992127|237027
734354|187832
1302398|10594
19011127|12473
19041813|38085
19041817|38133
19100737|38136
19026274|7839
19053610|8770
19077093|55175
19041153|37771
19100438|37775
19011067|115243
1341149|37776
19041536|37855
19038440|196102
19018290|158660
19018634|19461
19018635|19464
19078126|56512
966282|9641
19102109|40003
1343346|39541
19038536|196239
19090831|33432
19024301|33504
19024873|33632
19092958|33684
19025115|33688
19098514|35242
1789515|229367
911735|114979
19135830|89886
19111235|45045
19101849|39230
1717704|73645
19024190|155067
19101398|38585
19101457|38609
19029644|16817
1140123|19959
1119119|327361
981774|60223
19037706|19472
19037731|19475
904525|283810
19100368|262100
19012543|31435
1308842|69749
19025498|33770
754270|8886
19094011|340262
1154332|8896
19132890|81638
40226492|1011450
40224216|1006310
40223116|999438
40224095|997261
40242103|1116979
40224189|1006258
40171130|895385
40227438|1011418
40228827|1014711
40170588|892543
40170592|24192
40172069|899398
40175686|968506
40223846|999457
40227558|1014749
40239216|1100699
40224137|1006397
40223294|999384
40224210|1006297
40231628|1044584
40230159|1039062
40223300|999408
40224195|1006654
40222935|995727
40241606|1116977
40235242|1088438
40238230|1098257
40241654|1144960
40242566|1150094
40242573|1150096
40171317|892592
40222506|995897
40230761|1040028
40238770|1102129
40239665|1112973
40242456|1117083
40170521|895503
40238188|1094833
40170543|892539
40238501|1098274
40239116|1102188
42709326|1246101
40168262|473298
40165553|804622
40170898|891641
40230597|1040005
40162020|852466
40171995|899386
40173046|900777
40172246|899742
40172206|901369
40226473|1009451
40168248|880341
40171135|892503
40171157|895588
40170911|475968
40170916|892561
40170929|891647
40170385|891514
40235485|1091643
40173209|901511
40173211|897391
40173511|905070
40172266|900770
40172270|898324
40162097|851902
40228508|1014395
40228512|1014399
40228279|1014690
40162108|852311
40242044|1148138
40170650|892547
40170656|892665
40170660|892610
40172684|899466
40172688|897403
40236995|1094116
40244151|1191504
40224992|1006495
40224997|1005929
40172135|901351
40239330|1102261
40236987|1092437
40244145|1192987
40241252|1114345
42899919|1310005
42899920|1310080
42899921|1309942
42899922|1309453
42899923|1306120
42899924|1309786
42899925|1307614
42903695|1314194
42903696|1314195
42903697|1314196
42903698|1314197
42903699|1314198
42903700|1314199
42903701|1314200
42903702|1314201
42903703|1314202
42903704|1314203
42898388|1307757
42898389|1310600
42898390|1309503
42898391|1310213
42898393|1309959
42898394|1307832
42898395|1309392
42898396|1311153
42898397|1307854
42898399|1307610
42898400|1310071
42898402|1310220
42898404|1310280
1724869|3364
42898405|1309395
42898406|1306197
42898407|1309284
42898408|1309496
42898409|1307842
42898410|1307674
42898411|1306165
42898412|1311504
42898413|1305553
42898414|1307572
42898417|1309770
42898418|1309398
42898419|1309497
42898420|1309498
42898422|1309401
42898423|1309499
42898424|1307838
42898425|1307543
42898426|1309501
42898427|1309504
42898428|1310102
42898430|1311143
42898431|1307592
42898433|1307576
42903694|1314193
42898434|1309722
42898435|1305554
42898439|1309950
42898443|1306149
42898444|1309295
42898445|1306150
42898446|1306205
42903419|1012890
42903420|1192621
42903421|1232311
42903422|1306351
42903423|1312084
42903424|1312085
42903425|1312086
42899447|1309342
42899448|1309680
42899695|1309445
42899696|1311125
42899697|1306886
42899698|1311545
42899699|1310047
42899700|1307148
42899701|1306188
42899702|1311556
42899703|1311558
42899704|1311559
43526197|1374400
43526198|1420970
43526201|1373445
43526244|1376151
43526245|1420972
43526246|1373724
43526252|1420971
43526229|1376346
43526272|1420141
43526273|1374401
42900229|1305578
42900230|1309477
42900231|1309334
42900012|1311378
42900013|1309259
42900014|1311129
42900188|1311355
42900189|1311356
42900190|1311358
43526274|1374402
43526278|1420974
43526309|1373725
43526314|1376152
43526315|1373726
43526316|1374805
43526317|1373446
43526318|1376155
43526319|1420977
43526323|1374404
43526325|1421146
43526283|1420975
43526285|1373354
43526286|1374403
43526287|1420973
43526288|1420978
43526289|1420976
43526291|1376500
43526292|1376088
43526293|1376347
43526330|1374405
43526339|1373350
43526340|1376156
43526341|1374802
43526344|1376348
43526350|1420979
43526351|1373351
43526385|1376154
43526386|1374845
43526404|1421151
43526405|22895
43526406|1374399
42898832|1309677
42898834|1307609
42898836|1310574
42898837|1310706
42898838|1309665
42898839|1309714
42898840|1307710
42898842|1307561
42898843|1307733
42900113|1311682
42900114|1307605
42900115|1309260
42900116|1309935
42900117|1307971
42900118|1310050
42900121|1311199
42900122|1311366
42900123|1311235
42900124|1311247
42900125|1311207
42900126|1311226
42900127|1311272
42900128|1311276
42900129|1311274
42900130|1311212
42900131|1311322
42900132|1311315
42900133|1311248
42899037|1307611
42898881|1307045
43012151|1360621
43012152|1360622
43533111|1431709
43533112|1431715
43533113|1431718
43533114|1431726
43533115|1431738
43533116|1431992
43533117|1431993
43560384|1433192
43560385|1433868
43560392|1433693
1774470|2186
43560400|1435108
43560403|1432474
43560404|1432475
43560405|1432473
43560420|1435098
43560421|1432478
43560422|1432796
43560423|1432299
43526964|1423793
43526974|1424267
43526990|1423270
43526992|1423791
43526993|1424462
43526994|1423925
43560282|1435105
43560286|1435280
43560287|1432477
43527045|1421436
43527052|1423457
43533003|1428414
43533004|1428415
43533005|1428416
43533006|1428417
43533007|1428418
43533008|1428420
43533009|1428421
43533010|1428422
43533011|1428423
43533012|1428547
43533013|1428832
43533014|1428833
43533015|1428835
43533016|1428837
43533017|1428838
43533018|1428839
43533019|1428840
43533020|1428841
43533021|1428842
43533022|1428843
43533023|1428844
44785151|1486796
44785161|1486881
44785170|1486507
