concept_id|concept_code
19112682|484046
919533|328285
919562|329773
19112004|451845
19098894|353614
919567|334868
954859|336682
19100099|360862
19109703|439273
19109705|439275
19109706|439276
1741039|452737
19095178|343063
19111983|451803
19081474|316060
19081475|316061
1165050|336348
19112841|485708
19081368|316021
19101334|385699
745351|315871
19109224|438407
19111434|450806
19111677|451205
19109426|438767
19099182|331736
19102417|402914
529346|331443
19102282|402457
19037865|334611
19100191|360928
19109158|438247
19058544|332713
19058543|332712
19092680|336363
1193731|315644
19097503|332847
19090973|334540
19097490|331234
19095446|343427
797636|329444
797637|329445
19099759|360281
19087638|331721
19088845|332870
19054827|315692
19110939|446592
19109008|437970
19025139|332641
1338010|329596
19068712|334949
19109001|437961
920870|358551
19088731|332620
920869|358481
920916|438942
920862|334869
1193812|332788
920799|329584
1311825|329674
19039702|336511
1143536|334651
1309353|315744
1309354|315745
1309355|317342
19101072|385258
19090814|334295
19010981|331776
19108900|437758
19108304|435106
1388886|335135
19100001|360568
19110247|440442
19109709|439283
19109710|439284
19109708|439280
914863|329694
914864|329695
1143532|331883
725827|328631
1548739|379711
19109764|439370
1548616|315882
19017763|343651
19017767|343673
19083984|329620
19036299|333819
19109108|438161
19036169|329621
19092019|336007
19087187|331221
19010982|331777
19088843|332850
1797560|329442
1518604|315774
1518689|335274
1001314|332912
1001337|343373
1001312|331742
1131193|328197
19090698|334101
19091002|334602
19010821|336667
19010799|331774
19102000|393290
19087773|331820
19109538|438973
1525964|317353
1525966|328637
19082797|323905
19088956|333027
1525971|438974
920826|332615
19108994|437950
740393|331283
740350|315566
19049149|332412
19049148|331348
19093168|337290
19093285|337450
19099379|358881
19098074|351038
19088844|332860
19011185|332857
19109379|438681
19011186|332858
19011187|332859
19011189|332861
19087217|331301
19085575|330555
19083245|328907
19110827|446374
19109302|438533
19095872|346038
19084948|330331
1596798|334697
19084949|330332
19112597|477024
19060907|315812
19060908|384824
19026215|315813
19109546|438987
19109547|438988
19026216|315814
19026217|315815
19026218|317355
19087250|331350
19085170|330420
19081057|315608
19092689|315641
19092690|315642
19087580|331680
19087601|331681
19109276|438492
19099060|358505
19092716|329411
19099059|358504
1194154|451177
19035593|328248
19035594|328249
19109128|438199
19087219|331303
19041876|332367
1389176|331859
19102352|402643
19081207|315900
19081208|315901
992650|342925
992648|315639
992649|317325
19090173|315549
19082929|328208
717063|332978
19082930|328209
19111407|450759
19095540|343607
980924|339989
19097779|350650
951013|329642
19101220|385527
19101436|385967
19088208|332110
19108672|437327
19085724|330608
19108668|437317
1701988|315613
19102412|402839
1702049|336478
19108669|437318
1702088|437319
1115649|331156
19112713|484707
19100032|360785
952046|358739
19096750|329323
19096762|329326
19085755|330620
19030527|331351
19030554|334684
19087094|331098
19037124|337293
19093169|337300
19037126|337296
19093039|336940
19093286|337451
19037128|337299
19086956|331021
19088199|332878
19088222|392936
19108775|437521
19087031|331050
19088196|331339
19086955|331020
19088197|332359
19094655|340727
19012633|315295
19112860|485972
19036084|315519
918542|358488
1715144|315452
19094972|340910
1715145|315453
990244|329124
19110515|440915
19111228|447126
19085546|330546
19085519|330539
19032622|384831
19032623|384832
713138|315363
713139|315364
713140|315365
713141|315366
19089874|333509
19096979|349883
19109145|438228
19036161|328931
19108689|437354
19086713|330940
1309803|332349
19111446|450829
19110576|441010
19086543|330881
19109098|438140
19091104|331231
19108644|437260
1128016|476294
1127611|332345
1127526|315265
19086574|330892
19085696|330600
19102075|393515
19108533|436971
1127954|385629
19092201|336073
19087186|331220
19036162|328936
19036233|332724
19109132|438204
19092204|336076
19036305|336472
19108577|437072
19094936|340892
19082436|317304
958577|315464
958581|336466
19101255|385562
19014906|333493
19092767|336435
1127782|346321
19095057|342919
929515|315271
19094731|340764
19108685|437348
19090889|334404
19111702|451246
19086659|330928
19108718|437409
19061055|333922
19108717|437408
1113378|335933
19080930|315421
1113270|315422
990835|336412
990834|336411
19081614|316150
19092297|336121
19108636|437233
19108637|437234
19090578|334048
19108233|434684
19014904|315447
19099735|360265
19102033|393402
19087005|331044
19100112|360877
19103032|405790
19083574|329100
19089792|333447
19095731|345102
19108861|437679
19012281|331127
19108578|437075
1592113|316175
19085784|330630
1592112|316174
19094454|340510
19094500|340579
19086684|330932
19086686|330934
19109494|438891
19111761|451380
19091897|334473
1511686|315756
1316400|315465
19112053|451925
19082437|317305
1501572|316827
950800|315696
19095010|315649
19095024|317327
19081083|315650
19095026|332812
19109285|438508
19095022|315651
19095025|317624
19095023|315652
19109286|438510
952686|339982
19100938|384920
19109005|437966
19094754|340778
789685|316141
789690|384648
19108622|437190
19086572|330890
19101056|385243
789689|329332
19082483|317402
19110433|440774
1742286|316144
42801281|1297646
42800954|1298834
42800958|1298799
42800962|1298795
42800964|1298797
42800967|1297278
42800970|1298375
42800976|1300276
42800978|1300481
42800982|1298803
42800984|1298857
42800988|1298861
42800992|1298870
42800996|1298810
42800998|1298812
42801002|1298814
42801004|1298874
42801008|1297555
42801011|1299896
42801015|1299897
42801019|1298816
42801023|1298818
42799311|1291989
42799312|1291239
42799269|1291160
42799493|1294376
42799087|1293710
42800554|1298740
42800556|1298743
42800557|1298742
42800558|1298747
42800560|1298231
42800566|1299707
42800570|1297310
42799330|1294453
42799331|1293504
42799336|1294216
42799342|1293508
42799532|1294557
42799537|1291888
42799539|1293977
42799541|1293979
42799542|1292324
42799543|1294322
42799545|1291599
42799547|1293982
42799549|1293984
42799725|1293422
42799730|1292982
42799733|1293103
42799734|1293644
42799739|1293649
42799743|1291975
42799744|1291244
42799119|1293344
42799986|1294541
42799990|1294545
42799994|1294537
789615|197869
19010339|312968
19073127|308160
19073126|308159
19073128|308161
1137229|427914
19095009|243622
19112775|485064
19095006|243619
19000960|102545
19104203|413144
19070347|283091
19024694|243811
19024693|237768
19074241|308740
19024695|243812
19103914|412017
19069387|282671
19107864|433634
19069381|282652
19070170|283021
19024692|237767
19027740|204577
19106795|429672
19108092|434306
19105598|421662
19063967|250912
19065504|252967
1127016|251169
1127434|313784
1126957|248753
19059057|243680
19112602|477064
19027831|204612
19072180|307679
1140361|247894
19058752|243003
19058754|243005
1140384|251368
1124004|346913
19058753|243004
19058755|243006
993263|243463
19028450|205022
985361|251314
19072351|307758
967432|313788
985385|259533
985325|243459
985408|313853
19106878|429896
985382|251351
993305|251288
19072324|307749
19072325|307750
19058996|243465
1319251|251837
19073644|308397
19073645|308398
19108293|435072
919282|247558
919286|284175
919528|347861
19073779|308462
19105682|422062
19073983|308615
19107338|431740
19063004|250528
19061885|249850
19106336|428203
19063049|250543
19073982|308614
19072159|307668
19074813|309029
19066879|259791
19021231|199097
19059290|244070
19059536|245005
19060672|247052
19072330|307757
19072352|307760
19057064|237870
19073274|308228
19101696|388718
19096340|347980
19060734|247086
19028287|204858
19073304|308238
19059060|243708
1139701|197427
1126824|241864
19096692|349237
19072235|307694
19103360|410223
1125393|198444
19070166|283017
19104423|414745
19018902|197542
916521|247429
19075339|309287
19108463|435908
19080673|315045
19002020|103174
19075340|309288
19072322|307747
19072203|307682
19106415|428480
990154|246325
1127047|252886
19096600|349113
1125360|198439
19020053|198440
1139043|141921
19072269|307718
19009263|106782
19105347|420105
19107120|430550
19103575|411022
19106588|429044
19072270|307719
1139059|465377
19009264|106783
985297|237873
19062099|250132
19082900|328180
19022458|199891
19108016|434004
19064040|250965
19018386|243787
19018388|312225
19104404|414150
19106901|429936
19106902|429937
19106053|426313
19000878|102336
19065113|252510
1790698|311341
1790697|239212
1790699|311342
19108197|434538
19108202|434545
19069447|282740
19105749|422371
19071214|283867
19071216|283869
1126877|243682
1100144|243735
1127644|333838
19009291|106811
19062967|250520
19062100|250133
1125357|198434
19073438|308307
1127019|251414
19108485|436130
19073190|308198
19073211|308199
19106406|428463
19011973|243792
19008426|106141
1560585|248273
19103893|411970
19012323|358912
979141|433396
1319246|247819
19079281|247839
19106173|427358
19012003|245465
19103589|411060
19106455|428602
1113566|484491
19102497|403869
19096539|348855
19066083|259089
19105064|417963
19105014|417734
19106033|425735
916551|252663
19104958|417405
19066493|259301
19104835|416745
19057887|240554
19062269|250208
993265|245343
1133231|351266
19079899|313806
19075803|309473
1100308|314988
19072205|307684
19106959|430058
19072850|308000
19072873|308003
19072714|307951
19072712|307949
19072818|307988
19072819|307989
19009295|106816
19062752|250420
1126748|238155
19028827|205257
1113147|248659
19106224|427476
19107800|433418
19027943|204678
1193287|245295
1100303|313927
19057624|240029
19104075|412353
19105858|422826
19105857|422825
19095169|247633
1001124|244466
19106076|426972
19105366|420441
1000635|197531
19075604|309370
1000734|358371
19075603|309368
19062572|250342
19018880|197530
19060671|247051
19106700|429339
19027387|204403
916209|249426
19103651|411225
19010639|108882
19027626|204510
19103718|411549
1150862|249731
1518258|197577
19105671|422009
19095136|343033
1150865|252621
19096696|349280
19106699|429337
19099839|360348
19074063|308657
19075187|309219
19103517|410752
19096551|348870
19103151|406524
1738723|359465
19060768|247308
19082343|317084
19106089|427054
19074151|308700
19112072|451953
19058464|242261
751362|311355
19076050|309638
1436779|316773
19086137|330780
19005121|328748
1636840|336826
19098057|351030
1550949|335533
1550944|333914
1550945|333915
19096999|349896
19097419|350335
19111524|450944
19111525|450945
19091280|335036
19111570|451023
19049966|329175
19049939|316562
19109043|438024
19111431|450801
19091751|335505
19081859|316560
19111517|450935
19084469|330143
19111520|450938
703546|343555
1136760|323936
19088477|332320
19111385|450719
965194|334214
19094573|340625
19094556|340618
19100798|384546
19111878|451589
967472|316671
19100085|360841
967477|317665
19059203|335629
19059204|336522
19111947|451730
19111909|451656
19111910|451657
19100654|381028
19111955|451746
19039259|332678
19090697|334099
953427|328586
19112416|452607
19006046|336827
19112314|452408
19101397|385844
1237252|336556
1237229|317516
19089592|333310
19081978|316802
19084849|330297
19112131|452065
19112109|452018
1237255|336871
19099298|358834
19095337|343278
1312036|331787
1312037|334694
1312034|331784
19112673|483554
1312035|331785
1370151|328613
19112071|451952
836224|342954
19001132|343637
19109263|438468
19049287|343536
19112283|452356
19088796|332770
19049286|343363
19099175|358704
1728932|316736
1315452|485253
19110671|441150
19009986|343735
19112403|452586
19112397|452576
19086447|330854
19111304|450585
19112835|485697
19084376|330096
1707777|328859
19086193|330798
19039792|335615
19090625|334066
19109058|438053
19088766|332707
19087001|331040
19086980|331039
1398099|335622
1398096|335619
19089635|333340
19101916|393060
1398094|334394
19090882|334395
19045602|335563
19111934|451703
19110184|440337
19092928|336804
19111959|451752
19111958|451751
19111957|451749
19005628|335782
19112298|452383
19112299|452385
19005655|316861
1759376|333713
19090906|334440
1759415|451226
1759379|334137
945686|335437
19111423|450785
19084590|330190
19084588|330187
19100088|360845
19084589|330188
19086979|331038
19084498|330152
19093031|336907
19110550|440971
19093611|340077
19093612|340078
19091790|335606
19049403|331674
19090881|334393
19086413|330839
19100893|384857
19083492|329064
19109251|438452
942530|329399
19100917|384900
19005682|346336
19083559|329093
19112346|452464
19093933|340209
1237203|316785
19112395|452573
908131|337438
19084766|330257
1237206|316788
19033636|393336
19108850|437646
19108576|437070
19033700|332375
19033698|331118
19033699|331119
19033697|331117
19033696|331116
19089059|333061
19093935|340211
967520|337311
19137045|316784
19092853|336601
1237204|316786
1237225|317512
19109863|439539
509080|328467
1168183|316213
1168184|316214
1168185|316215
1168191|345839
19110650|441121
19087331|331420
19095234|343089
19090543|334031
968608|316247
19084260|330055
1168186|316216
1168187|316217
1168188|316218
19083668|329256
19085753|330617
19099052|358480
19093657|340103
19083523|329076
19095519|343581
19092269|336109
19093730|340136
19093658|340104
19095393|343351
19093518|340041
19101425|329798
19110333|440598
19102020|393353
908818|336378
1351182|331749
19087670|331750
19009273|328879
19087886|331930
1311008|334781
1311004|331933
713199|358686
19110201|440366
19110430|440768
19082482|317401
19003143|343814
721795|328878
19085548|330548
19110960|446635
916435|336762
19110967|446648
19084344|330079
19100817|384620
19090246|343619
19090242|358398
19090243|358399
19098751|353420
19110494|440875
19100660|381038
19085325|330471
19085965|330707
1396357|334776
19101113|385314
19090390|333811
19091725|335490
19076434|335491
19110414|440748
19110415|440749
19090610|334061
19084374|330091
19084223|330030
19111533|450957
19083367|329028
19081881|316590
19108776|437522
19111506|450918
19112479|452753
19039675|332689
19088738|332690
19090360|333790
1327295|384949
19108715|437405
19094188|340359
19025580|393174
19025578|393168
19102115|400520
19111200|447079
19101952|393104
19101921|393065
19025576|393124
19102112|400517
19111208|447089
19101893|393035
19110952|446621
19110955|446627
19110953|446623
19110954|446625
19099339|358861
19110739|446224
1708158|316164
1708159|316165
1140631|335412
19093018|336904
19091438|335094
19092895|335194
19110588|441027
19110584|441022
19110583|441021
19092898|336744
19092900|336974
19110699|441198
19020027|337346
933830|328534
19084403|330111
19111215|447102
19111581|451037
19092899|336745
19092548|336279
19110586|441025
718783|486162
19111018|446750
718752|345793
718729|345785
718726|343656
19095035|342903
1789295|331493
19085002|330347
19102277|402432
19085003|330348
19110561|440990
19110562|440992
19007805|335165
1114659|328422
967568|332131
19088234|332130
1503243|337359
734882|316478
19111616|451091
988325|317347
929925|353363
19095231|343086
19095273|343108
19092231|336083
908626|316196
19092321|336126
19110815|446353
19110838|446389
19084198|330025
19004151|316258
19109458|438821
19089996|334579
19084018|329706
708340|336755
19085091|330380
19087129|331140
1177764|334999
19081499|316077
19098696|353329
19095336|343276
19066953|329995
19066955|343196
19066954|329996
1500285|328847
1500284|316233
19090494|334008
19027214|335294
920439|337349
903757|328694
19112965|487266
903789|358651
903788|358624
903787|353344
19060897|486896
19083335|329015
19084317|330072
19110848|446408
19091384|335070
19003600|336725
19099927|360490
19102064|393475
19099926|360489
19027407|345883
19027404|335523
19110925|446571
19100913|384885
19110048|439845
19100914|384886
19110051|439850
19110050|439848
19111287|450552
904605|446393
904602|353393
19094280|340422
710726|316314
1345167|331373
904517|316267
904518|316268
19088293|332184
19083331|329011
19110899|446510
1389039|317652
759427|316279
19102264|402401
19095294|343173
19092989|336891
19092261|336101
19110861|446431
19112697|484334
19099139|358650
19109860|439535
19015147|337334
19110989|446697
19112371|452520
19112694|484320
19099014|358402
19110686|441172
19029301|384564
19097476|350383
19111190|447062
926775|331126
19111185|447056
19111191|447064
19089176|333090
19051287|385251
937371|358693
19110289|440524
994124|316227
704977|316272
19090579|334049
19083753|329310
19099993|360560
19111055|446817
19087053|331063
922763|316397
19111056|446819
922764|316398
19109162|438255
19097339|350273
19026771|316435
19081853|316530
1315312|316354
19110992|446702
19110994|446706
19111296|450568
19111294|450565
19087755|331808
19101318|385665
19050490|315911
19102032|393400
19111999|451835
1350544|329753
1350542|315912
19084941|330324
19084942|330325
19109653|439184
749756|315893
749757|315894
749758|315895
19109520|438933
19112960|487182
955670|329766
19084906|330318
19095011|342854
19095012|342855
19110138|440268
19100618|380954
19095491|343508
1725063|342898
1725064|384477
19100779|384480
19087771|331817
19081172|315804
19084907|330319
19109548|438991
19109551|438994
19109552|438995
19109550|438993
1326406|315816
1326407|315817
19091435|335091
19091415|335081
19101968|393155
19082599|317632
1549291|315886
19110376|440679
19094017|340282
1549293|317365
757353|485438
19095197|343072
1120683|335698
19054966|331949
19087889|331950
19108647|437266
19110030|439816
723165|329691
19091147|334734
19014949|315928
19083011|328401
19099012|358400
19099013|358401
745376|334679
19109711|439285
745377|336663
19109712|439286
745378|336664
723164|317351
904455|343355
904459|486497
904454|331599
19088118|332075
19081454|316050
19109413|438741
19091199|335002
1177793|379847
19091219|335015
19081527|316085
1363085|328239
19081471|316057
1344055|328315
19108661|437299
19092488|336225
19108662|437302
19112872|486067
19111188|447060
19081792|316437
19110413|440746
19110435|440776
19087851|331901
19100220|360949
19056697|331963
1560673|317349
906939|328464
19102092|393555
19099171|358700
19083607|329160
1506671|316289
1506705|317651
1356489|334817
19081293|315960
19110019|439802
19088607|332500
1356490|334818
19100298|360993
1120643|331389
19089975|333605
1165043|332597
19109973|439721
19055347|392958
19110206|440374
19091162|334904
19110167|440305
19100999|385179
19095818|345901
19097351|350275
19110241|440432
923849|336623
723140|315797
723141|315798
723170|333678
19094097|340321
19094098|340322
19094042|340293
19094043|340294
19076744|335519
19091757|335520
19091126|334805
19091127|334806
19056026|336967
19055990|331955
19109990|439756
19056021|331956
19090630|334071
19110867|446442
19090629|334070
19090652|334073
906938|328463
906935|323894
702684|316241
19109765|439371
19049085|331899
19109776|439389
19100065|360819
19110360|440657
19095473|343500
19093340|337508
19110160|440294
19099945|360510
961298|331398
19085265|330446
19109587|439069
19102035|393405
19087996|332029
19081318|345831
19095796|345830
1781343|332343
19090948|334525
19109704|439274
19082925|328204
19022032|329689
19098647|336238
19098648|336239
19101121|385329
19100042|360795
19081300|316002
19110411|440736
19091467|335102
19091503|335108
19091468|335103
19090699|334102
925020|315485
19088733|332640
925021|315486
925042|315487
19087157|331202
19091607|335302
19094957|340903
19095020|342871
19094953|340899
19103060|405940
1797555|315685
19110857|446423
19036293|332747
19109262|438466
19108975|437916
19109378|438673
19009309|451354
19111747|451349
19111750|451357
19010530|334294
19111384|450718
1131492|446982
1131194|328198
19086608|330906
19085814|330644
1774501|332456
19095532|343590
916838|329347
19102259|402387
19102258|402385
903496|329712
1395097|331132
1338042|329598
19087189|331240
19085863|330665
19058977|331243
1740551|329169
19101091|385281
1740552|343795
1740553|343796
19103091|406181
19103090|406180
900116|332576
900112|315578
900113|315579
19108409|435476
740584|315569
19109203|438358
19040609|331291
19040610|331292
19086610|330908
1113407|336453
19108899|437752
19089214|333099
19109394|438708
19040643|331284
19088535|332406
19095318|343250
19037866|334612
19091010|334610
1501573|316828
1501577|331519
1778229|329176
19101995|393279
19085869|330675
1778256|346221
1395613|332464
19081060|315620
19109225|438410
19109226|438411
19099146|335182
19099145|334682
19109420|438754
19099147|336741
19031489|334591
19037863|331848
1193814|332793
1193816|332797
19004766|384947
19087602|331683
19111942|451723
19111944|451726
1101589|333663
1389802|332218
1037021|332661
19109015|437983
1193790|332462
1193847|336564
19088813|332804
1193789|331684
19102004|393299
19097656|350560
19011184|332856
19011190|332862
19011221|333796
19097848|332876
19097846|332874
19109620|439125
19112714|484709
19100896|384867
19100897|384868
19099755|360277
915557|336513
19095938|346209
19081026|315570
19109231|438419
19109230|438417
990126|332759
990121|332754
1596801|353378
1596813|476541
1768904|315587
1768905|315588
19109202|438356
19081113|315705
19103064|405960
800912|329456
800913|329457
19081114|315706
19109453|438813
800914|329458
19109209|438374
19109208|438372
19070704|331341
19087249|331340
1771218|343184
19083015|328405
19008074|332468
990130|333636
19010527|315752
19010528|315753
19088532|332403
19095279|343160
19098059|351033
918581|476614
19098060|351034
19093552|340058
19093430|340013
19032727|333622
19109080|438100
19032728|358568
932812|332695
932778|315499
19080960|315500
19099951|360517
19013539|151355
992490|332775
938276|358423
19092267|336107
19092798|336507
938279|358629
19110753|446252
19110854|446418
938278|358494
19092800|336509
19109175|438286
19092235|336095
19103047|405886
19109282|438505
794941|334598
798900|329147
19099499|359112
19036195|331219
19109106|438159
19109105|438158
19036238|332742
917687|332384
19087605|331692
19088819|332810
1594980|315648
19109283|438506
19083301|329002
1120642|331386
1511687|315757
19109163|438258
19109959|439701
19091106|331233
19085832|330653
19098951|353647
1113347|329291
19111492|450900
1105903|434621
19108564|437036
19095171|343056
19097835|350708
19095172|343057
19080866|315308
19080867|315309
19088707|332608
19097755|350631
781099|317289
19087338|331455
19017806|328313
19089058|333060
19092643|336325
19094839|340825
19083893|329503
19094699|340752
1127523|315262
19101053|385239
19101055|385242
19085760|330626
1717298|315374
985614|437478
19080951|315430
1113309|315431
919465|335944
710185|329158
19109277|438494
19087606|331700
952688|343183
19110783|446308
19080606|336218
19087607|331701
19094396|340481
19092296|336120
19099982|360548
19083692|329268
1319076|329537
19087060|331075
1319075|315379
19093759|340145
1717504|315375
19100296|360991
19094817|340812
19108724|437420
985587|339969
19093393|339968
985584|336377
985409|315324
19086898|331004
985410|315325
19110619|441074
985411|315326
19086773|330960
985561|332354
19099453|359078
19092016|336004
19092484|336213
19087543|331653
1742287|316145
19110203|440370
19087009|331048
912461|346131
19082432|317293
19108987|437933
19020130|358544
19087093|331088
952687|339983
19100115|360880
19099736|360266
19014905|329313
19101098|385304
19083700|329288
19083699|329287
19083721|329289
19083758|329328
19111482|450888
19110574|441008
19019132|343316
19111485|450892
19111487|450895
19111489|450897
19111491|450899
19049104|343358
19111447|450830
19111493|450901
19099758|360280
19095557|343640
19095533|343592
19108722|437417
19108629|437220
19108721|437415
19108720|437413
19108631|437223
19097671|350577
19091936|335840
19111479|450885
19111481|450887
19111483|450889
929664|315278
19096033|346447
19096786|329476
19099850|360370
980338|343744
19092032|336010
19006371|285044
19094773|340787
19080860|315302
19080861|315303
19080862|315304
19080863|315305
19080864|315306
990787|335968
990783|335941
990791|336321
19099871|360424
19092708|336374
19089872|333507
19029828|332659
19029827|315494
990866|392921
19091993|335940
990284|336735
19110868|446444
19099878|360434
19089094|333066
19024721|333785
19024699|332634
19108848|437641
19024698|329594
19089096|333068
19089095|333067
19089060|333062
19111252|450491
19090021|333686
19089097|333069
42799999|1293726
42800000|1291231
42800012|1294445
42800017|1293859
42800020|1291288
42800030|1292457
42800219|1294012
42800220|1293659
42800222|1293727
42800229|1294024
42800232|1293451
42800242|1293723
42800248|1292879
42799505|1292005
42799506|1292008
42799090|1291950
42799091|1291949
42799092|1294468
42799095|1294471
42799098|1292901
42799105|1294019
42799110|1293298
42799113|1294391
42799116|1294201
42799270|1291214
42799271|1291216
42799272|1291223
42799273|1291232
42799275|1291233
42799276|1291235
42799277|1291285
42799292|1291903
42799294|1293322
42799295|1293330
42799296|1293334
42799297|1294439
42799300|1291225
42799304|1294001
42799305|1294371
42799306|1294372
42799562|1294367
42799565|1293191
42799566|1293182
42799782|1293033
42799783|1293414
42799785|1291672
42799805|1293192
42799808|1293430
42799811|1293904
42799812|1291226
42799816|1293883
42799819|1293905
19012007|245469
19012208|328177
19028316|204884
19000827|102152
19107675|432914
19069482|282747
19075842|309505
19075841|309504
19072874|308004
19072420|307836
1236499|249218
1713419|248854
19058103|240810
19069383|282656
19106217|427457
19104085|412421
19104212|413179
19021542|199302
19020711|198813
904352|284167
19107604|432754
1344177|245161
715236|197392
19021513|199280
19107271|430902
19027389|204405
19021821|199429
19107883|433723
19072843|307993
789613|197867
789614|197868
19012943|151135
19006236|105034
19105497|421148
19019080|197870
789617|197871
789618|197872
19107185|430645
1742291|477391
19104753|416457
19103587|411051
912364|198518
912371|243596
19028764|205218
19073122|308146
19107436|432474
19107435|432473
19004934|104865
952646|251124
19021920|199528
19027359|204393
19010300|108721
1592145|433848
19072357|307774
19080557|314920
1344180|252411
19076073|309646
19104360|413809
19104359|413808
19066666|259602
19106767|429502
1316355|197393
19107539|432663
19107112|430496
19003603|104264
19003606|104267
1316359|242961
1139049|251938
19107369|431812
19105346|420104
19061007|247970
19008617|106296
19008616|106295
19011971|243789
19060435|246420
19105300|419771
19105909|423360
19103528|410818
19107141|430590
19108165|434452
19107573|432713
19061859|249780
19075752|309447
19075776|309466
19080551|314903
1164223|313824
19028153|204768
1126878|243694
19101551|387001
19064791|252022
1126904|246467
1126960|249276
19108614|437160
19106608|429099
19029146|205362
19029147|205363
1127021|251584
1193392|251583
1136757|314911
19101594|387072
19062261|250198
19001253|102761
19103286|409818
19092354|249647
19059328|244160
792293|248747
792294|311384
19012001|245463
19012070|283294
19012034|245477
19012065|249268
19011949|239994
19011942|237715
19106374|428365
19073611|308383
19092109|311297
19072815|307984
19060673|247053
19082312|317055
993226|237872
19028087|204744
19080128|314076
1308250|311353
19080129|314077
19029027|205326
1308221|197884
1308251|311354
19072447|307843
19099579|359706
19099580|359707
19028578|205116
19107764|433232
19107763|433231
19108756|437483
985248|198455
985301|243449
19105712|422159
19028088|204745
19106442|428561
1387548|313636
1387636|359514
19108291|435069
19057318|238261
19107250|430856
1308941|313637
19073647|308400
19057003|237486
19103891|411966
19106451|428597
19062268|250207
1113145|247138
19073713|308417
19073714|308418
19101799|391930
19104517|415476
19079282|247843
19073588|308380
19073589|308381
19108492|436295
19108301|435088
19074647|308944
920066|247399
920065|198426
19105095|418195
19104408|414189
19070667|283340
19091704|244194
19070832|283447
19023393|200238
19091826|245974
19091827|245975
19091825|245973
19108499|436433
19021714|199395
19106194|427411
19028854|205273
19060557|246707
19108227|434614
1115064|246466
1127990|428863
19107232|430795
1126903|246195
19108431|435544
19107791|433352
19096574|348978
1127043|251698
19108003|433958
19107060|430292
19108004|433959
19108002|433955
19108366|435315
985355|248645
19023200|200171
19103880|411947
19107494|432609
19060558|246708
19105496|421147
19073405|308293
19107790|433351
19105491|421070
19070162|283011
1391703|359269
1319233|252727
1319234|252728
1319235|252729
19106575|429007
19053705|226132
19105828|422742
19105827|422741
19073676|308410
19088708|332609
19108428|435521
19073675|308409
19108080|434290
19060437|246460
1112896|198471
19107804|433424
19073819|308491
993264|243478
19066796|259743
908551|259567
19080615|315013
19066192|259192
19022512|199909
908508|243476
19020171|198526
19035946|248353
1390064|199311
1193452|283189
19074758|309004
19021974|199534
19021975|199535
19069251|282534
19021976|199536
1389149|252847
1306784|252848
1389174|282558
1389230|359474
1389172|259148
1396853|477527
19059181|477545
19074493|308868
19074494|308869
19035661|313932
19074495|308870
19006519|105189
19074979|309095
19028413|204929
19074980|309096
1778195|248212
1156380|197724
19007869|105845
1156412|199749
915559|359323
915560|359324
19035666|388517
19074492|308867
19009976|335866
19090463|333985
19009936|335856
19112852|485817
19095423|343402
19111839|451526
1237228|317515
19112097|452001
19081977|316801
1343041|342948
19079415|334146
19079413|333484
19013729|336393
919991|343146
919992|343147
19006045|328768
19103034|405797
19103035|405799
19100056|360809
19033279|358716
19086342|329283
19098035|350990
19108764|437502
19110733|446213
967438|316667
1236614|316755
19030679|315349
19108374|435332
19108767|437506
19112119|452034
957625|343217
1303430|316849
19112242|452273
19112243|452275
19057719|485355
19112810|485352
19019210|452786
19019208|342879
19111880|451591
19005537|336845
19005538|336846
19005533|335779
19111882|451594
19005535|335781
19091901|335780
19005539|336847
19005532|335778
19112375|452528
19085484|330523
902512|328746
19111684|451214
19112419|452613
19112257|452301
19111949|451733
19112421|452616
19112420|452615
19101192|385486
19112422|452618
19112423|452619
19046660|335459
19111456|450843
19046694|335463
19100856|384817
734991|336464
734925|317463
19087724|331786
19112054|451926
19010037|452577
19112244|452277
703545|328687
19089508|333266
19111743|451344
19064050|333264
19111745|451346
19064086|451355
19111748|451350
19064081|333265
19064082|334212
1334498|317482
19078093|345952
787817|345867
1159912|334444
1159973|451286
1237205|316787
19112296|452379
19005598|329185
19112297|452380
19089715|333407
19111858|451550
19111857|451549
19066997|334286
19111860|451553
19091352|335058
19100600|380938
1585004|346241
1584988|336818
19096920|349789
19064084|335598
19099812|360317
19099153|358662
19099154|358663
19081916|316650
1125112|316422
19092033|336011
535751|343794
535750|343793
19111698|451240
535748|334189
19098018|350980
19109794|439422
19089797|333468
914147|336481
914145|335374
914148|336778
914146|335375
914144|335373
19081823|316502
942528|315636
19109249|438450
19109250|438451
19085637|330578
19087309|331412
19024666|342858
19084735|330243
19103096|406213
1781437|328624
1781438|328625
1781439|328627
19103097|406215
19085390|330498
19112067|451946
19103098|406216
19103099|406217
1759375|331449
904395|345865
1760689|334173
945687|335438
19111424|450787
19095799|345860
19088504|332330
19085266|330447
19112174|452144
904899|328549
19112042|451909
1398095|334484
19089566|333299
19092951|336807
19111451|450837
19110645|441110
19089565|333298
939618|316686
19092734|336388
19111588|451048
939619|316687
19108415|435485
19109212|438379
1346830|315575
1346831|315576
19090087|333754
19111519|450937
19095780|345798
1398093|333345
19094189|340360
19094187|340358
19049963|316567
19049964|316568
19049991|335938
19049970|335512
19049993|336295
19049994|336573
19111573|451026
19049967|329879
19111574|451028
19092924|336800
19111575|451029
19094310|340438
19081947|316710
